content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg
RT @TechEd_NA: Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched	2011-10-19 14:02:51	126659577033928704	noUser	microsoft	2	1	1	1	4	0	0	neutral	2	-0.1875	5	0.14121723175048828	0	neutral	-1
Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched	2011-10-19 14:02:24	126659465985536000	noUser	microsoft	2	1	1	1	4	0	0	neutral	2	-0.1875	5	0.14121723175048828	0	neutral	-1
Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/AoOj8CaI #microsoft #kinect #xbox #socialmedia	2011-10-19 14:01:36	126659266315698177	noUser	microsoft	0	2	0	0	0	0	0	neutral	1	0.0	1	0.1875	0	neutral	-1
Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft	2011-10-19 14:01:03	126659125751971840	noUser	microsoft	3	2	1	1	1	0	0	positive	0	-0.0792236328125	1	0.0234375	0	neutral	-1
Forget Siri, there is still no beating speech commands on @windowsphone: http://t.co/19GAjSGi #wp7 #mango #tellme #microsoft #siri	2011-10-19 14:00:24	126658961263951873	noUser	microsoft	5	1	0	0	2	3	-3	positive	0	-0.3394145965576172	1	0.03125	1	negative	-1
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise	2011-10-19 14:00:18	126658937155108866	noUser	microsoft	0	2	0	0	1	0	0	positive	0	0.0	5	0.66064453125	0	neutral	-1
Skype and Microsoft Team Up - A match made in heaven? - http://t.co/lsFTp8RL #microsoft #skype # videoconferencing #socialmedia	2011-10-19 14:00:02	126658871363239936	noUser	microsoft	1	2	1	2	3	0	0	neutral	1	-0.0625	3	0.3820209503173828	0	neutral	-1
@RAD_Software Yes good points about #ERP but unfair assessment in saying &quot;#SAGE, #SAP and #Microsoft Dynamics, are not delivering&quot;	2011-10-19 13:58:41	126658528965439488	noUser	microsoft	1	2	2	4	7	1	-2	positive	2	-0.625	4	0.9993917364627123	2	neutral	-1
#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft	2011-10-19 13:57:01	126658110084489216	noUser	microsoft	1	3	2	3	1	0	0	neutral	3	-0.1484375	5	0.5689697564093881	0	positive	-1
Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ	2011-10-19 13:53:59	126657343965507584	noUser	microsoft	0	2	0	0	3	0	0	neutral	0	0.0	2	0.031005859375	0	neutral	-1
Gartner BI 2011: Microsoft and Oracle! http://t.co/ujN5j8dW #Gartner #BI # Oracle #Microsoft	2011-10-19 13:50:56	126656580715429888	noUser	microsoft	0	2	0	0	2	0	0	neutral	0	0.0	2	0.1875	0	neutral	-1
#Microsoft Zune - Digital player - HDD 30 GB - WMA, AAC, #MP3 - video playback - display: 3â€¦ http://t.co/qgzHlLpv	2011-10-19 13:49:34	126656236157538304	noUser	microsoft	0	1	0	0	4	0	0	neutral	0	0.0	3	0.1875	0	neutral	-1
Early cloud #Microsoft partners will be rewarded w/ a Cloud Accelerate badge, &amp; additional internal use rights! http://t.co/pjkyf0gf	2011-10-19 13:48:50	126656052971323393	noUser	microsoft	3	2	1	2	2	0	0	neutral	2	-0.178955078125	6	0.508026123046875	2	neutral	-1
RT @Newsweek: The 30 Greenest Tech Companies in the World http://t.co/0xzsUR0K #GreenRankings #IBM #Intel #Cisco #Microsoft #Apple #Google #Tech	2011-10-19 13:48:11	126655887740903424	noUser	microsoft	2	1	0	0	6	0	0	neutral	0	-0.06396484375	0	0.0	0	neutral	-1
FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR	2011-10-19 13:48:11	126655887178870784	noUser	microsoft	2	1	0	0	1	2	-4	neutral	0	-1.046875	0	0.0	1	neutral	-1
New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/B1pr1kIX #VARs #phones	2011-10-19 13:46:08	126655373015924736	noUser	microsoft	0	1	0	0	4	0	0	neutral	0	0.0	2	0.0875244140625	0	neutral	-1
Why Ice Cream Sandwich Might Make Things Worse - '#Google needs to look to #Microsoft as an example' http://t.co/7UXWvH6h via @pcmag	2011-10-19 13:42:32	126654466735878144	noUser	microsoft	3	1	0	0	4	1	-3	neutral	1	-0.3125	6	0.6423874810187631	1	neutral	-3
TODAY! Come along to #Microsoft Office &amp; #ECDL Open Evening at #Pitman #Training #Cheltenham from 4pm to 7.30pm - http://t.co/fBoej2vd	2011-10-19 13:40:08	126653861371973632	noUser	microsoft	1	2	0	0	5	0	0	neutral	1	-1.086701377062127E-5	3	0.45319271087646484	0	neutral	-1
MS Outlook Quick Access Toolbar - How to customize - http://t.co/VzkEdZaC #tips #microsoft	2011-10-19 13:39:10	126653619327082496	noUser	microsoft	1	1	0	0	4	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
Beware phone #scam calls pretending to be #Microsoft who claim your machine has a #virus - http://t.co/5F2p4XcB	2011-10-19 13:36:46	126653015754149888	noUser	microsoft	5	1	0	0	2	2	-3	neutral	0	-0.5625	3	0.501220703125	2	neutral	-1
#EMC White paper on Automated Perf Optimization for #Microsoft Applications with EMC #VMAX, FAST VP and #HyperV #SCVMM http://t.co/kAHnFla7	2011-10-19 13:35:34	126652714804461569	noUser	microsoft	1	1	0	0	3	0	0	neutral	1	-1.316666603088379E-4	2	0.0312957763671875	0	neutral	-1
The Cloud Offers the Ultimate Music Choice &lt;http://t.co/wd05MHPU&gt; #Microsoft #Emp #CloudComputing	2011-10-19 13:35:22	126652661251571712	noUser	microsoft	2	1	0	0	0	0	0	neutral	1	-0.0894775390625	2	0.125	1	neutral	-1
Exciting news: #Microsoft Names @Metalogix a Managed Partner in the High Potential ISV Group http://t.co/rHkqYXo2 #sharepoint	2011-10-19 13:33:45	126652256404779008	noUser	microsoft	2	3	1	3	3	0	0	neutral	2	-0.125	4	0.6779165267944336	0	neutral	-1
New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please	2011-10-19 13:32:28	126651931287498752	noUser	microsoft	0	2	1	1	3	0	0	neutral	1	0.0	3	0.2398681640625	0	neutral	-1
CE-Oh no he didn't: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android	2011-10-19 13:30:44	126651497718095873	noUser	microsoft	1	1	0	0	3	1	-1	neutral	0	-0.1484375	0	0.0	0	neutral	-1
RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoÃ®te #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)	2011-10-19 13:30:32	126651446589526016	noUser	microsoft	0	2	1	1	2	0	0	neutral	1	0.0	2	0.1015625	0	neutral	-1
Read how SunGard #IntelliMatch achieved 53% ^ in performance (50 mill transactions in &lt;25 mins) #Intel #HP #Microsoft http://t.co/2i1k64wx	2011-10-19 13:30:24	126651412443693057	noUser	microsoft	1	2	0	0	6	0	0	neutral	0	-0.015625	2	0.0472412109375	0	neutral	-1
#Microsoft #Cloud windows+server - RT @WesleyBackelant: Announcing the Microsoft ...: WindowsAzure : @Wesle... http://t.co/NaPViOT8 #TCN	2011-10-19 13:30:22	126651402549346304	noUser	microsoft	1	1	0	0	1	0	0	neutral	0	-0.0582275390625	0	0.0	1	neutral	-1
#Microsoft #Cloud Oracle, Windows Garner Different Views over Multitenant Cloud ...: Microsoft's cloud appr... http://t.co/lVzJNRPs #TCN	2011-10-19 13:30:21	126651401010028544	noUser	microsoft	3	1	0	0	1	0	0	neutral	0	-0.1746826171875	4	0.216796875	3	neutral	-1
#Microsoft #Cloud Getting Started with Microsoft's Windows Azure Cloud: The Lay of ...: Good tools integrat... http://t.co/2luPCfho #TCN	2011-10-19 13:30:21	126651399730769922	noUser	microsoft	3	2	1	3	3	0	0	neutral	1	-0.184326171875	1	0.7083761114627123	2	neutral	-1
ADP: Manager R&amp;D - Microsoft ( #Houston , TX) http://t.co/hfzouHFo #Microsoft #Jobs #Job #TweetMyJOBS	2011-10-19 13:30:12	126651363718467585	noUser	microsoft	1	1	0	0	4	0	0	neutral	0	-0.006862640380859375	0	0.0	0	neutral	-1
How to use search folders to organise your emails in #Microsoft #Outlook - http://t.co/NuMm5N3U	2011-10-19 13:30:12	126651360602112000	noUser	microsoft	0	1	0	0	4	0	0	neutral	0	0.0	1	0.066497802734375	0	neutral	-1
RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft	2011-10-19 13:28:12	126650859290501121	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.161712646484375	1	0.03252267837524414	1	neutral	-1
Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft	2011-10-19 13:28:07	126650839279476736	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.161712646484375	1	0.03252267837524414	1	neutral	-1
#stage #Toulouse #Microsoft #net #SuperBoÃ®te #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)	2011-10-19 13:27:22	126650651370467328	noUser	microsoft	0	2	1	1	2	0	0	neutral	1	0.0	2	0.1015625	0	neutral	-1
Good dev opportunities at #Microsoft UX Tour, Helsinki Finland http://t.co/hCKJXz4K	2011-10-19 13:26:40	126650473322262529	noUser	microsoft	0	2	2	5	4	0	0	positive	1	0.0	1	0.7083761114627123	0	neutral	-1
#Silver &amp;#GOLD #Apple tumbles no matter how many sold #Microsoft buys them 4 a nice price so get in there show #justsayin #Droid rules inend	2011-10-19 13:21:15	126649108202143744	noUser	microsoft	3	2	2	4	6	1	-1	neutral	1	-0.2265625	6	0.8796463021863019	0	neutral	-1
I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.	2011-10-19 13:16:10	126647829656641536	noUser	microsoft	8	2	0	0	5	1	-1	negative	1	-1.111513614654541	1	0.125	0	negative	-1
#Microsoft licensing process is annoying !!!	2011-10-19 13:15:38	126647697800310784	noUser	microsoft	2	1	0	0	0	1	-2	negative	0	-0.375732421875	0	0.0	1	neutral	-4
#Microsoft shows 'touch screen' for any surface http://t.co/sNaPW5tl	2011-10-19 13:15:07	126647567877541889	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0.0	2	0.248046875	0	neutral	-1
#Microsoft Community Blogs The 7/365 Review - The Cloud's Impact on Business http://t.co/gPB2MjFW	2011-10-19 13:15:05	126647558469722112	noUser	microsoft	1	1	0	0	1	0	0	neutral	0	-0.0582275390625	4	0.08013916015625	1	neutral	-1
It baffles me that Steve Ballmer can be a CEO of a company, let alone a giant like #Microsoft - The guys a moron.	2011-10-19 13:13:55	126647264943943682	noUser	microsoft	7	2	1	2	5	2	-5	negative	1	-0.32421875	3	0.1890869140625	0	neutral	-3
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6	2011-10-19 13:11:24	126646630702260224	noUser	microsoft	2	1	0	0	4	0	0	negative	0	-0.146484375	3	0.191619873046875	1	neutral	-3
@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI	2011-10-19 13:08:57	126646015863427072	noUser	microsoft	2	1	0	0	4	0	0	neutral	0	-0.146484375	3	0.191619873046875	1	neutral	-3
I gave @RyannosaurusRex +K about Microsoft Windows on @klout http://t.co/Y33v8wVr #klout #microsoft #windows	2011-10-19 13:08:52	126645991947513857	noUser	microsoft	1	1	0	0	2	0	0	neutral	0	-0.03125	2	0.033203125	0	neutral	-1
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI	2011-10-19 13:08:39	126645939208327168	noUser	microsoft	2	1	0	0	4	0	0	negative	0	-0.146484375	3	0.191619873046875	1	neutral	-3
#Microsoft's Steve Ballmer attacks #Android phones: http://t.co/x2YmWESs	2011-10-19 13:06:45	126645459568705536	noUser	microsoft	0	1	0	0	1	1	-1	neutral	0	0.0	0	0.0	0	neutral	-3
why do i have to be certified for #microsoft?! dumb	2011-10-19 13:03:23	126644615280463872	noUser	microsoft	4	2	0	0	1	1	-3	negative	0	-0.5619192123413086	2	0.1251220703125	1	negative	-1
See how you can save 40% on dozens of #Microsoft #certification practice exams http://t.co/KojQrE1q via @EricLigman	2011-10-19 13:02:16	126644332177530880	noUser	microsoft	2	2	1	2	2	0	0	neutral	0	-0.2890625	4	0.13262999057769775	0	neutral	-1
RT @elearnnet: #microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG	2011-10-19 13:01:42	126644191299252224	noUser	microsoft	0	2	0	0	1	0	0	neutral	2	0.0	1	0.1875	0	neutral	-1
Changing the past and organizing the future with #Microsoft http://t.co/bYYFhtpZ	2011-10-19 13:00:44	126643947190759425	noUser	microsoft	1	1	0	0	0	0	0	neutral	0	-0.0078125	2	0.37890625	0	neutral	-1
#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj	2011-10-19 12:57:13	126643061567668224	noUser	microsoft	1	1	0	0	3	0	0	negative	1	-0.0625	2	0.015868186950683594	0	neutral	-2
RT @HealthVault: Learn how to create and use your emergency profile on #Microsoft #HealthVault - #PHR #healthit - Step by step #Docs http://t.co/ngPQ56iC	2011-10-19 12:56:06	126642779064504320	noUser	microsoft	3	1	0	0	0	1	-2	neutral	0	-0.625	6	0.414154052734375	0	neutral	-1
#microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG	2011-10-19 12:55:26	126642612412227585	noUser	microsoft	0	2	0	0	1	0	0	neutral	2	0.0	1	0.1875	0	neutral	-1
#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK	2011-10-19 12:55:26	126642611598540801	noUser	microsoft	1	1	0	0	3	0	0	neutral	0	-0.0625	4	0.4912109375	0	neutral	-1
#OmniTouch Projector (which is supported by #Microsoft ) Turns Anything Into a Touchscreen http://t.co/9yt5Y9Ab aracÄ±lÄ±ÄŸÄ±yla @geekosystem	2011-10-19 12:55:07	126642532863049728	noUser	microsoft	2	2	1	2	2	0	0	neutral	0	-0.3125	1	0.125	0	neutral	-1
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX	2011-10-19 12:55:03	126642517310570497	noUser	microsoft	1	1	0	0	2	1	-1	negative	1	-0.3125	2	0.18749230331741273	0	neutral	-1
#microsoft still didn't managed access to #metro apps on &quot;older&quot; netbooks. #win8 #resolution	2011-10-19 12:54:18	126642328466243584	noUser	microsoft	2	1	0	0	2	0	0	negative	0	-0.1333599090576172	1	0.03125	0	negative	-1
2 hours south of Richmond, VA --&gt; #Microsoft Builds Two-Headed Data Center in Fedsâ€™ Backyard http://t.co/aWwVVoDR #cloud #tech	2011-10-19 12:53:33	126642137424076800	noUser	microsoft	2	1	0	0	8	0	0	neutral	0	-0.3082275390625	1	0.015594482421875	1	neutral	-1
#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs	2011-10-19 12:53:09	126642036572041216	noUser	microsoft	1	1	0	0	1	1	-1	negative	1	-0.3125	2	0.18749230331741273	0	neutral	-1
#SteveBallmer just called me a &quot;Computer Scientist&quot; :) http://t.co/u1zmU9Ih #Microsoft #Android	2011-10-19 12:51:55	126641727254695937	noUser	microsoft	1	1	0	0	2	0	0	neutral	1	-0.0625	1	0.172607421875	0	neutral	-1
RT @AppSense: â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCaâ€	2011-10-19 12:49:55	126641223229386752	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0.0	4	0.53564453125	0	neutral	-1
RT @AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA	2011-10-19 12:48:08	126640775730700288	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0.0	4	0.53564453125	0	neutral	-1
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/ItdkLRry	2011-10-19 12:47:34	126640632478445568	noUser	microsoft	1	1	0	0	2	1	-1	negative	1	-0.3125	2	0.18749230331741273	0	neutral	-1
Can you add multiple queues to the workspace in MS CRM Online 2011? ..and how? #microsoft #crm #queues #customerservice	2011-10-19 12:45:52	126640203828969472	noUser	microsoft	1	1	0	0	5	0	0	neutral	0	-0.0625	1	0.0703125	0	neutral	-1
Infosys, has tied up with Microsoft to provide cloud-based offerings to clients... http://t.co/zwqwpdQ4 #cloud #infosys #microsoft #technews	2011-10-19 12:40:33	126638865971806209	noUser	microsoft	1	1	0	0	0	0	0	neutral	0	-0.0582275390625	3	0.1845703125	1	neutral	-1
@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.	2011-10-19 12:40:22	126638821948403712	noUser	microsoft	4	2	1	2	1	1	-2	positive	1	-0.3129301071166992	2	0.0743408203125	3	neutral	-1
#Microsoft details #Windows8's new Start Screen Search http://t.co/Z6X5rE5q	2011-10-19 12:40:05	126638751307931648	noUser	microsoft	1	1	0	0	4	0	0	neutral	0	-0.12499642372131348	2	0.2886962890625	0	neutral	-1
#Google #Mobile Boss Andy Rubin on #Apple, #Microsoft and Tablets, Live at AsiaD - Ina Fried - #Mobile - AllThingsD http://t.co/S0jkqPwn	2011-10-19 12:38:09	126638261421613056	noUser	microsoft	2	1	0	0	3	0	0	neutral	1	-0.111328125	4	0.07353830337524414	0	neutral	-1
RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.co/KnmpXSW0	2011-10-19 12:36:34	126637865550618624	noUser	microsoft	2	1	0	0	7	0	0	neutral	0	-0.1875	1	0.24218752984688807	0	neutral	-1
Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.co/KnmpXSW0	2011-10-19 12:35:49	126637677335429121	noUser	microsoft	2	1	0	0	7	0	0	neutral	0	-0.1875	1	0.24218752984688807	0	neutral	-1
Streaming News 24/7 at http://t.co/qAXtqpdN - Ballmer feels lucky #Microsoft didn't buy #Yahoo in 2008 http://t.co/OUsKwj8a	2011-10-19 12:35:11	126637516148318208	noUser	microsoft	1	2	1	3	4	0	0	neutral	1	-0.3125	3	1.13671875	0	neutral	-1
Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows	2011-10-19 12:34:55	126637450008346624	noUser	microsoft	3	1	0	0	2	1	-3	negative	0	-0.9155864715576172	0	0.0	1	neutral	-4
â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCaâ€	2011-10-19 12:34:52	126637437953900546	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0.0	4	0.53564453125	0	neutral	-1
â€œ@AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/jXhFHPTJâ€	2011-10-19 12:34:46	126637411114553344	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0.0	4	0.53564453125	0	neutral	-1
V. impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http://t.co/SO7W7spn Tx #Microsoft!	2011-10-19 12:33:38	126637126010929152	noUser	microsoft	1	2	1	3	5	0	0	positive	0	-0.00390625	1	0.0625	0	neutral	-1
I so wish that #SteveBallmer from #Microsoft would have to swallow his words about #Yahoo: http://t.co/XSJGIfop	2011-10-19 12:32:41	126636886977556480	noUser	microsoft	5	1	1	1	1	0	0	negative	1	-0.5888090133666992	2	0.05615234375	0	neutral	-1
just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!	2011-10-19 12:31:17	126636535813636096	noUser	microsoft	1	2	1	4	6	1	-2	negative	1	-0.0078125	5	0.67047119140625	0	negative	-2
#Microsoft's Ballmer: We're Building Windows Server 8 Around Cloud - well I guess thats makes sense!	2011-10-19 12:30:40	126636379479343106	noUser	microsoft	4	2	0	0	4	0	0	neutral	2	-0.2008056640625	2	0.26564812850952146	1	neutral	-1
RT @Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL	2011-10-19 12:30:40	126636379324170240	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0.0	4	0.53564453125	0	neutral	-1
New #microsoft #WindowsLiveBook V2 Mobile Video + #GraphicsWorkstation http://t.co/LcUvLvAd	2011-10-19 12:29:56	126636194653147136	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0.0	2	0.0806884765625	0	neutral	-1
Appleâ€™ cash balance = $75.9 billion, surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money	2011-10-19 12:28:58	126635954520854528	noUser	microsoft	2	1	1	2	9	0	0	neutral	1	-0.125	2	0.504058837890625	0	neutral	-1
Learned a new word &quot;BLOB&quot; regarding to #Microsoft #SharePoint moving .docs from the database to a fileserver. #vmworld #VMworld2011	2011-10-19 12:27:42	126635633245564928	noUser	microsoft	2	1	0	0	2	0	0	neutral	2	-0.125	3	0.6070556640625	0	neutral	-1
hmm, that should have read 'the milky white film of busyness' :D #vs2010 #microsoft	2011-10-19 12:27:28	126635573921316864	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.18708521127700806	2	0.2503662109375	0	neutral	-1
Really hate the #Microsoft #mcp site	2011-10-19 12:26:27	126635317108289536	noUser	microsoft	1	1	0	0	1	1	-3	negative	0	-0.5	1	0.390625	1	negative	-5
RT @technabob: Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have youâ€¦ http://t.co/PJpFeyTF	2011-10-19 12:25:30	126635080100757504	noUser	microsoft	3	1	0	0	3	0	0	neutral	0	-0.4369535446166992	3	0.533203125	0	neutral	-1
â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMTâ€	2011-10-19 12:25:24	126635053139763200	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0.0	4	0.53564453125	0	neutral	-1
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA	2011-10-19 12:24:20	126634784326828032	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0.0	4	0.53564453125	0	neutral	-1
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL	2011-10-19 12:24:19	126634780954595328	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0.0	4	0.53564453125	0	neutral	-1
does anyone else get the 'milky white film of business' with Visual Studio? #vs2010 #microsoft	2011-10-19 12:22:47	126634396773130240	noUser	microsoft	2	1	0	0	2	0	0	neutral	1	-0.18763166666030884	2	0.025455475770286284	0	neutral	-1
RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!	2011-10-19 12:20:03	126633708315873280	noUser	microsoft	5	2	0	0	4	0	0	positive	0	-0.5321340560913086	0	0.0	0	neutral	-1
Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have youâ€¦ http://t.co/PJpFeyTF	2011-10-19 12:16:54	126632917643427841	noUser	microsoft	3	1	0	0	3	0	0	neutral	0	-0.4369535446166992	3	0.533203125	0	neutral	-1
After years of failures, #Microsoft is finally making money in the handheld market -- but not in the way youâ€™d think	2011-10-19 12:16:41	126632860386988033	noUser	microsoft	1	1	0	0	10	1	-2	neutral	0	-0.625	2	0.0084228515625	1	neutral	-2
#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ	2011-10-19 12:14:23	126632280985845760	noUser	microsoft	3	1	0	0	1	0	0	neutral	0	-0.6328125	1	0.0625152587890625	0	neutral	-1
Annie: has just had a look at our downloaded #Windows8 op sys.  Where #AppleMacs go, #Microsoft follows!!	2011-10-19 12:12:48	126631882149474305	noUser	microsoft	1	2	0	0	1	0	0	neutral	1	-0.0625	3	0.26657110267842654	0	neutral	-1
Seeking a Manager of IT for Immediate Hire in Sterling, VA! Send resumes to julia.snik@rht.com for consideration! #dcjobs #cisco #microsoft	2011-10-19 12:12:29	126631805288849408	noUser	microsoft	1	2	0	0	8	0	0	neutral	0	-0.0625	3	0.609375	0	neutral	-1
Ballmer: Weâ€™re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud	2011-10-19 12:10:02	126631188394811392	noUser	microsoft	5	1	0	0	1	1	-1	neutral	0	-0.303955078125	0	0.0	2	neutral	-1
Good luck to #CPG team RT @MindTree_PR: #MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/aTNnITtt  #CGT	2011-10-19 12:09:36	126631077468049408	noUser	microsoft	0	3	3	7	2	0	0	neutral	2	0.0	4	0.8099386114627123	0	positive	-1
#MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/LkjHqrnR #CPG #CGT	2011-10-19 12:08:30	126630800413310976	noUser	microsoft	0	1	1	1	1	0	0	neutral	0	0.0	2	0.0390625	0	neutral	-1
Open Virtualization Format adopted by #VMware #Microsoft and #Citrix. How come no mention for open source leader #RedHat? #vmworld #SEC1802	2011-10-19 12:08:13	126630728690704384	noUser	microsoft	4	1	0	0	2	1	-1	neutral	2	-0.39845923402754124	4	0.5469427108764648	0	neutral	-1
I have been blown away by technological innovations.... #microsoft should do more #marketing!!	2011-10-19 12:02:37	126629320948060161	noUser	microsoft	5	2	0	0	4	0	0	positive	0	-0.5321340560913086	0	0.0	0	neutral	-1
Database sizing #Microsoft #SharePoint 2010 #VMware #VMworld http://t.co/ZcdTjyrp	2011-10-19 12:01:11	126628957566156800	noUser	microsoft	0	1	0	0	2	0	0	neutral	0	0.0	0	0.0	0	neutral	-1
RT @VentureBeat: #Ballmer: â€œWeâ€™ve picked our playâ€ in #social with #Skype deal http://t.co/03IHBOgj #microsoft #xbox #in	2011-10-19 11:59:28	126628527155052544	noUser	microsoft	1	1	0	0	3	0	0	neutral	1	-0.001953125	0	0.0	0	neutral	-1
Screened by RepRisk â€“ #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft	2011-10-19 11:58:59	126628406258450432	noUser	microsoft	3	1	0	0	1	0	0	negative	1	-0.359375	1	0.00390625	1	neutral	-1
#JaccuseDZ RT @zeggar-@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria... http://t.co/BuWiL76A	2011-10-19 11:51:25	126626502937812992	noUser	microsoft	2	1	0	0	3	0	0	neutral	0	-0.875	1	0.09375	0	negative	-1
M10135 Microsoft Course. RRP Â£1640 + VAT. Our Price = Â£1148 + VAT http://t.co/vOTLSnfX #ittraining #microsoft	2011-10-19 11:50:05	126626166261022720	noUser	microsoft	1	1	0	0	2	0	0	neutral	0	-0.0078125	1	0.00244140625	0	neutral	-1
CEO Steve Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo! in 2008 http://t.co/nlCxoCUz	2011-10-19 11:47:45	126625578567729152	noUser	microsoft	1	2	0	0	4	1	-2	neutral	0	-0.0625	1	0.0546875	0	neutral	-2
