Mean pos	Mean neg	Runners World forum text
1	2	BR:. Cheeky bugger.
3	1	More welcomes,. Brook and Georgias Dad,. GD, I am also wating on a club place find out 27 Dec. Brook youll be fine Im sure.. K9 good to see you posting over here again... Enjoy the weekend all - anyone racing.. (Im doing the Maylarch Eynsham 10K)
2	2	Evil Pixie - Yeah, no worries, go ahead and link to me. . No slacking for me either, now!
2	2	Micksta- Is that 32 as in anything under 33 or 32 as in 32 dead? Because if one of your aims is a sub 16 minute 5k, a 32 minute 10k may be a little ambitious! mid to low 33s and maybe sub 33 could be a possibilty if it all comes together though!
2	2	i put 4:30 lolal though im following a SUB 3 hour training plan. lol. in training every day and currently the furthest i have run is 11 miles. lol. Im also doing a bit of witght training as im like a stick lol.
3	1	I have just started this (week 2) and am finding it great as it is based on time rather than mileage - I just wondered if anyone used to last year and how they rated it?
2	2	Ow - that sounds painful, Stephen! Hurry back slowly - lots of time until FLM.
2	1	trouty - yes and his HM time as well. He should be down in the 73s (I think his best is 75.xx). Then he'd have a championship place for FLM and might be encouraged to have a go. Always nice to hear from you at Tower Bridge - a friendly local face:-). Back any better?
2	2	get into an argument on the forum. spend runs thinking about how to win it :)
2	1	Christchurch Jon - I think that long and slow is the basis for your long runs. I dunno...a minute, or minute and a half slower than marathon pace? Also, I would imagine that the advice from others would also be along the lines of slowly increasing the distance of your long runs....12 miles one week, 15 the next, 18 the next etc? Well, that's what I'd do anyway.
2	2	toffee,. park nearer woodford station,the roads approaching ashton's are clear.it's easier to walk down.parking around the track is a nightmare on race day. yes,people do meet by the water jump,you shouldn't go wrong.
2	2	ahha....just one thing Rich! You got the wrong Shirl...the one on the other thread is the mark 2 model! Think you will find our Shirl has deferred due having a life. . :-)
2	2	Hi all. Thought I'd just let you know how I got on. Well for those of you that don't know they cocked up the course so we ended up doing just under 14 miles I'm told! My time was 2.46, which if I adjust for the extra reckon it would have been about 2.34 - not bad as I was aiming for around 2.30! Also had a nasty fall just before ten miles and turned my ankle. Kept going but the last couple of miles were hard and had to walk at bit! But managed to keep running the last mile and even managed a pretty good sprint finish (good me for!). Thoroughly enjoyed it, doing 2 laps didn't phase me and was estatic to finish feeling reasonably good. . Legs feel fine - ankle is sort and have two lovely blisters (one on each foot) but other than being tired doing good.
2	2	I suspect I won't be there long enough to offer proper support but you all hang out at mile 17 do you? Teen A is doing the mini mara so I'll see if it's plausible to walk back and say hello at least.
2	2	Jakesy and Njord. Totally agree with Jools B on this and your situation puts everything into perspective doesn't it ?! It's quite easy to get precious sometimes and feel a bit hard done by if you have to run when you've had a bad day or whatever... Steady undulating 8 miler for me today squeezed in between getting home from work and my little girl's bathtime. Completed in 56:54 which is around 7m 06secs pace and at 65% WHR average. Bye for now as off for my tea ! NL
1	2	i hope it doesn't snow either i'm working tonight, and running tomorrow
2	1	Is everyone feeling positive and what sort of times are people aiming for? . I think realistically I am looking at a 5hr 30.
2	2	We only had ten men, ten men, we only had ten men, ten men. Sorry Toffee but class is always permanent. I thought we played better without Gerrard he didn't do anything in the first 18mins anyway. Could have had 5 or 6 in all honesty. How ya feeling Legless ;0)
1	1	((Miss Delia))
3	1	Bex, very nice run, hope your back is holding up as well
2	1	Fenn,. Sainsbury's Ibuprofen tablets. Swerve,. I do take your point and will be discussibg further with my Physio tomorrow. I'll report back then. Thanks Guys.....
2	1	Thanks. Last question!- Do you have a favourite ultra?
1	2	gweedore im waiting for a new bum bag, as got to carry gels, phone, mp3 & anything else i might need like plasters,etc (trying to find a belt with kitchen sink attachment, not found it yet thou). I hear the reason Paula has pulled out is because of a fast bunch a forum thread on runners world web site, started by a caramel.
1	4	I HATE it when that happens. i get so scared
2	1	Thanks folks. Can get a train about 6.30 from H.H. so would be at London Bridge 7.15 - 7.30 so should be ok.
2	2	SBF - Thanks. The problem seems to be rooted in the back but it's messing up my gait which has stressed the calves. My physio was ill last week but I'm seeing him again on Thursday. Hopefully today's massage will also help. Hope all is well with you.
3	2	RB - that's awesome mate; well earned, and hope you take time to have a few beers and enjoy your holiday. Not too bothered about your HR stats (we'll let CM sneak off to a private place to drool over those), but very keen to hear your mental state throughout the race. eg,. What pace did you set out to run? Did your plan go out the window when you were running well? At what point did you start thinking about your likely finishing time? Were you consciously (or subconsciously) racing CRAB? Did you think about the feedback you'd have to supply to this forum? (did it help or hinder progress) - can't deny I've thought about having to cough up my result on here mid-race over the past few months. What was the priority during the last 10k? Just get to the finish, or still aim for a particular time? Was running 2.46 harder or easier than running 3.00 - for me, the quicker the race, the easier it has been, if you know what I mean. Did you mentally rehearse your reaction to crossing the line, somewhere around the half way mark? Did you cry? Fkg hope not. What's next on the RB agenda? Only a couple of minutes from qualifying for those luxury bogs at London next year. Questions, questions.....look forward to your answers. CRAB - keen to know your mental process throughout as well.
2	2	mel have you used ice or cold baths after your runs?? not sure about the drink meeting due to work stuff but planning to go to the expo first thing thursday am, advance notice in case any of you wanted to avoid another pep talk from me and see me shaking like a jelly. when are others planing to pick up their stuff and then shop for england.
1	1	Should we take are chat over to the Free money thread?
1	1	was that your legs or arms Fancy???
1	2	Sounds like everyone has gone away
2	1	Hmmm. now there's an idea.. last day at work today so may take myself off for a swim tomorrow afternoon....
3	2	Just back from picking up my number from the expo. Sorry Sammy couldn't wait til Saturday, so I'll be putting my feet up while you're standing in the queue. Really enjoyed it. Got my feet analysed & confirmed that I am a neutral runner which is just as well as I wasn't going to change me trainers at this late stage. Paul Tergat was there but I see he's dropped out. What with him and Paula, if another 30,000 drop out I might be in with a chance.
2	2	Tempting Andy - I wonder if I can persuade the other half (have two daughters as well who want to be there). What hotel is it? The main reason we're not staying over is that we're used to driving to London and it's only a 90 minute drive (to Stratford or one of the DLR stations) and about another 30 minutes by tube. . It's just that all my marathon nerves are being channelled into this one thing right now.
2	2	tonight gonna have pasta and sause with vegs mixed in oh with extra garlic just to keep colds at bay. Are you eating more or the same amount of food as usuall..i too feel bloated..think i should of stopped at 1 bagel. 
1	1	Do you have to run it or can you do it in your car?
2	1	Thanks JEJ - didn't know that about the water.
1	2	Stickless- I have no character :o
5	1	Good luck to all of you for Sunday.Enjoy your stay in the greatest city in the world.Soak up the atmosphere.It's one big carnival all the way.This is the greatest marathon in the world with the greatest support in the world.
4	1	have a brilliant day. Good luck
1	2	In my view the congestion from the blue start seemed to be caused by the ambulance situated after about 800m. I had assumed this was due to some sort of incident that had occured, but watching the video today it was there when the elite woman passed.
3	1	St Paul's Youth Hostel - cheap (£54 for a double), quiet, and close to London Bridge station. We've stayed there for the last 3 marathons, and it's great.
2	2	I'd start raising money for a charity now.The best chance you will have of getting a place is through the golden bond.If you can raise in the region of £1000 by November you'll have a good chance of getting one.The hardest part of the FLM is getting a place. As for the training everything you have said seems right.
1	2	I couldn't eat after the marathon Fenn. My appetite has only just returned. I did force some recovery drink and an energy bar down but that was it. I know that's wrong Rio!
3	1	Sub 6 in my case Roobarb!! ;o). Do you think Carole would be ok to give us an hour of her time to share between us?!?! ;o)
3	2	Evening all. Was planning on a run or two this weekend, or a bit of cycling, but instead opted for a night out clubbing on Friday (we were in the pub by 4.30pm and home about 2ish!) and then spent the rest of the time paying back my other half for her support since January and spending time with the little one doing some nice 'family things'. Do feel totally refreshed however and literally chomping at the bit now, so going to head out tomorrow after work for a 4 miler. SBF - That analysis of results was fantastic, and ashamed to say that somehow the reds did beat the blues :o(. i uess we all need to keep the momentum going to achieve the goal of sub 4. Last night just before bed I was watching a little bit more of the live FLM coverage I sky+ 'ed last sunday. Is that your first appearance on TV Cas?? ;O) That Bob the Builder costume must have taken a lot of efort to make, it really was quite impressive. Afraid I'm not going to make Abingdon, just not practical for me to get there and already have plans for October i'm afraid. But I will still hang around here for support/banter with my own races if thats ok? And maybe next year the FLM might be in the picture and we will defo have to meet up? My race plan for the summer looks like this:. 10 mile race May. 10k race June. 10k race July. Half Marathon August. Not sure about Sept yet. Half Marathon October. With the training required I hope to retain/improve overall fitness and improve speed. And lose a bit more weight! 
2	2	A solid performance, good pacing throughout. Must be harder to run sub 3 in a 17C Vienna compared to a 12C London. Doesn't research on marathon times, find 12C the ideal temp, and 1C above or below that = loss of performance of 1% (not sure how they would measure this). What's needed: A cool Autumn marathon.
1	2	DN. For interest, I never did get an email back from the Cardiff Race Director on the potential safety issues surrounding the 2:30 to 3:00 finishing time. Just think of the aggro that the poor winner will suffer? Can I hang on to your skirt tails in Abingdon?
3	3	hi guys. not been on here for ages, i am struggling to get properly nack into running again. Lovced the marathon and def want to do another one, have entered nottingham half in September so I need to get my backside in gear! Got ill at begiining of May so was out fr a fortnight but I am enjoying do some excercise other than running, back into my circuit training again. BTW I raided £2500 for charity! Well done on the amount you did BP!!! I entered the Edinburgh marathon but I have postponed place to next year as wasn't able to get the training runs in a the weekends due to being away all the time. Glad to see some of you still about.
3	1	Hi all,. Been going out a lot with my club recently and really enjoying it. I am definately improving now because of it, last Friday we did 2.5 mile relays which was hard but good. I got out with them on Mondays and Wednesdays. Tomorrow we do the Haytor Heller course which actually takes place on Sunday, I am going to be a marshall. Did a good 7 mile run last night, a lot of hills. Doing a 6 mile race on Friday evening which I am looking forward to, I am really enjoying my running at the moment. I am hoping to build up to Dartmoor Vale Marathon in October and then hopefully London again next year.
2	1	In reverse. If I maintained stride length, and ran 170 spams, my marathon time would be 3:40.
2	2	Mike - my target marathon pace his year was 7:00, (in 2005 it was 7:15 and the Wednesday runs were correspondingly slower) so that's what I was working up to. Sometimes you get carried away and go a little faster. At the start of the build-up they were a little slower, but as your fitness improves they get to 7:00 so in my eyes they were marathon-paced. Threshold running would be 6:40 pace for me. And anywya, if I could manage a 20-mile race at 6:45 pace, surely 7:00 pace is OK for those runs?
3	2	Hello runners,. well missed a load of posts since the 2006 FLM due to ligamant damage.... But am back!! deffered my 2006 place so will be in the 2007. Firstly is this the right place? sub 4.00 hrs? Or am I too early?? Help! 
2	2	Roobarb also I think everyone recovers differently, after Lochaber I raced a 3k and got a PB only 4 days afterwards and after Dumfries I raced and got a PB for a 10k only a week afterwards. Legs too tired after Moray to even think about doing my normal steady pace at the moment never mind race.
1	1	Is it a full length one?
2	1	Well its certainly picked up on this thread. Welcombe everyone. Jellybabe and viffer are well ahead of us on the training front but there's still plenty of time to go. O'Donut which training plan are you going with. Stylish like you I have found a couple of races that I have just entered to try the mileage build up. Both are hilly off road runs (bit new to me) but sound fun?? Drogo 10 and Bicton Blister both in November in Devon. Cheques should be cashed at the end of this month if you are in. Speak soon :o)
1	2	stoppit!
1	2	Checked my Barclays account post midnight - Nothing gone out.
3	2	Susie Sorry - fingers still a bit numb several hours later. . Lord D Thanks for that, but I have been doing the step-drops 30 times every morning before I do anything else and in the evening when I remember. Think I'll work up to 50 reps though. I've been told I have tendonosis (i.e. degeneration) rather than tendonitis (inflammation). Probably my achilles had mis-spent youths! . Don't worry about remedial IT for your daughter - it probably means she has excellent social and other non-cognitive skills instead! Lots of evidence (from day-job) that non-cognitive skills (e.g. communication, team-working, self-efficacy) are increasingly important in the labour market.
1	2	accobatic overhead kick to hammer it home
1	2	Oops - sorry Roobs, forgot about Luton!
2	2	We seem to be very well-catered for with Half Marathons in the North West as build up: - Helsby, Village Bakery, Great North Western, Wilmslow, Liverpool. But there is a distinct shortage of further distances. The Milford 21 (miles) in Staffordshire is the only longer run I can find in travelling distance - anyone know one of any other 20-milers anywhere near the north west?
1	3	Guess who is hung over this morning and hasn't run..................... Bloody gremlins!
3	3	Susan. Activate your e-mail link and I will e-mail you. I haven't received a reply to the charity who contacted me:o(((. ..and I have support of my employer to guarantee bond:o)
2	1	I'm in for Macmillan. There must be more of us because their website says all their GB places are taken!
2	1	Remember to miss a session if you need to as well. It is early days yet and there is a long way to go to stay fit and healthy
3	1	Good luck Susie have a good run. Sounds like the training is going well.
3	2	Sounds like a good plan NickM, I will do the same. The massage was good thanks, my calfs tighten quite easily so I really need a good session once every two or three weeks. . I also started using Fetch in 2007. Good fun and even takes the football and badminton in as X training. No Garmin or anything more than a watch here so it is my only source of information. . I haven't sorted my FLM place yet JBSS but am still hopeful. It may have to be charity in the end though. I will let you know what success I have. Our club places went to a husband and wife this year....very cosy! Hmmmph! Later.
1	2	I didn't buy any official merchandise last time I ran London marathon 2002. I sort of regretted it afterwards but looking through the Adidas gear it seems a bit pricy has anyone here bought anything from the London Marathon range is it good and is it worth paying the extra to have a London Marathon logo on it?
3	1	Blimey Alex - where did all that come from?! Two glasses of Shiraz maybe. How decadent, drinking at lunch time at work! Reminds me of the old days &lt;harpy music wafting into the past> ... Would love to do NY. Must see if I still have any knee cartiledge left after FLM this year. Clare - is your half on Sunday a race race or a race to make a long run more interesting?
2	2	shakes head. speedwork. not good for one;)
1	2	ahhhh....beginning to think I should have gone out for a run last night this doesn't sound too good....
2	2	Just a few laps of retiro parque in Madrid for el toffee this evening! think ive just scraped in 10-12 miles this week so far, but the comeback is on!
2	2	Evening all,. Jonny W. was a wizard - I was only 8 mins out! . Therefore if I predict 30-31 mins for my 10k race tomorrow I should be ok. I suppose the folks who went to Twickers are still swigging back the sauce somewhere in Sarf London. A few approx. stats again then Pug. CM. Keep on swimming and PJ'ing - look what it did for Jonny W. If I have a shit race tomorrow, its been nice knowing you all if only briefly - I'll be relocating. 
2	2	Rio's just 'precious' about other stuff lol !!!
1	1	www.bbc.co.uk. 
2	2	Daz if i have to pull my finger out can i use yours, as you so kindly offered earlier?!! go easy on that drive home. Middle Pinks is driving home from b'ham this afternoon so hope it doesn't snow again. Whats it like in London? Nicks how is that leg? are you doing lsr tomorrow? i've got 15 on my schedule and it looks chilly out there!
2	2	Hippo. The more job, the more chance of you getting one. . I am being careful of my knee, having a massage next Wednesday. Hope your legs get you round Draycote.
2	2	CG - Its a shame to hear you say "this thread is a little bit scary". If you are aspiring to sub 3:15 then surely this is your thread? There are a good few on here that are now running sub-3 style mileage and times, probably as a result of training going better than expected, and I hope no-one else has been put off by this or is worrying too much that their mileage/speed isn't up to it? I know I've ran 3:06 before off about 40mpw and 7.8min/mile LSRs, so I figure so can anyone else. Anyway after all that rambling I don't have anything more to say wrt your question that hasn't been said above. E.g., I let my legs chose my sunday LSR pace and it ended up being a lot faster than most training plans would suggest - am yet to find out whether or not that was a stupid thing to do.. Was it really worth the risk? Doubt it.
2	3	Finally gotten rid off my cold after 10 days, bloody thing. Depending on whats on telly later and how awake i feel (went from evening shifts to morning shifts with work today so i get less sleep for a night) will see how far i run tonight. Currently tipping down so i think it'll be a treadmill session. Aim for 6 miles roughly i think. Gotta remember to ask what each trendline on my funky spreadsheet graph is as i havn't a clue, mainly as its a spreadsheet i aquired off another runner at work. Heck even the boss has been out a few times over the last few weeks at lunchtime.
2	1	..... and Good Luck on Sunday M4
2	2	9 miles for me today at 8:30 pace. Just one more session tomorrow then a mini-taper for Hastings on Sunday. Looking forward to a couple of rest days after 10 consecutive days of running. Hastings should be a good test, but the BBC weather site is forecasting 29 mph SW winds on Sunday which will make the last 2.5 miles along the seafront a bit of a drag!
3	1	Hi DazPD good to have you back today!!
1	1	Erm, I got mine last saturday.
1	1	(whoops, a pb by 3 mins not 4)
2	2	Gosh, it's good to know there are others a bit like me! Starting out a bit fast is a worry just because I have not done the distance before.
3	1	SC/LD. Many thansk for your advice. Simon
2	2	PG - here is the link to the part of this site with the rcae time calculator on it. basically it is a formula used to convert one races time to anothers which is pretty accurate and is also in the middle of the range you would get if you used some of the other ways of working out race times from other races. Debra - well done on the 15 miles. i managed to get 6 miles done in 56 mins running aorund stafford on tuesday night as i was down there for a conference with work. Stopping up in the bar until 1am and a slight twinge in my ankle meant i ditched the planned 6 or 9 mile run pre breakfast. Did 6 mile on the treadmill before work at lunchtime and the ankle wasn't to bad just a minor ache at the moment so i think i've tweaked it probably on the rough ground alongside the dual carriage way in stafford. Still looking to do 20 miles or so on sunday and as of yet i havn't decided where i'll run too, probably stock up on drinks and some food and just run where ever the heck i feel like it. I'll probably check i can measure off my garmins sporttracks stuff indivdual sections so i can combine in a load of differing sized laps in the area.
2	1	RW Supporters thread:
3	2	Greetings all,. still one hard week for me to go,. had a great day today, a nice 5.5m slow at lunch and then.... a club run meant to be done at MP tonight, well that didnt happen, 1st mile at 8m then the next 4 very quick, in fact very quick for me...... is everything starting to kick in, as felt tired but comfortably strong at the same time....... Great tips above,. also dont forget the sun cream lotiion, the abount of times I have been wind and sun burnt at maras...... Also plenty of vasaline in any area that can rub, crutch, grion area, butt cheeks, arm pits etc. and for the men the nipples either plasters / tape or vasaline..... Take care
2	1	Hi willy, whats your marathon PB? If i was you i would go for 2;45, what have you got to loose? your not that far off and your times are very close to mine.
1	2	The simple question to ask is:. "Do you want my money or not?". That is if you have raised any... I'm very surprised they are not jumping through hoops to sort this for you.
1	1	What does your physio say about cortisone injections?
2	2	i had cortisone injection for nerve problem in foot.Seemed to take a few days for it to work but definately worked for me. Doc wouldn't do it for me had to go private. good luck
1	2	Website is now complete . Runners World London Marathon 2007 Runners & Supporters Website . <u>No updates have been made to add any runners since Thursday last week, I shall update these tomorrow. Some other minor updates are also outstanding</u>. If you encounter any problems with the website or have any suggestions please email me.
2	1	x-post there with Sandra! As I said, I'm happy to go along with the rest of you. 
3	2	Thanks for suggesting a meeting spot Alex - I was hoping you would.. :o) . I'll be wandering over from the Isle of Dogs (after dropping off the rather fabulous "RW Forum Supporters 100m Ahead" sign I made, at mile 17 - watch out for it!!) and should be there about 08:30 I guess. White cap, Shelter vest with KERYN on the front. Got last minunte tickets to the Arsenal game last night - woohoo!! Although the minging bread roll soaked in mayo and the late night weren't the best for taper week. Ah well, it was a good game and we are now up to third in the table! :o)
2	1	Eleanor - I thought about a tutu as well - good plan to get encouragement. We have the same RW support group #6 at Mudchute.
2	2	I have no hair . :-)
2	1	 Sub I'm meeting Hilly at the elite ladies start about 8:45 am tomorrow, then yomping down Maze Hill towards 6 -7 mile point. I will e-mail my phone no. to you.
4	2	Morning All. just spent the last 10 mins catching up with everyones posts/reports. Congrats and well done to everyone! In reality it was that hot that it was an achievement just to finish! Well that has to be the toughest thing I have ever done. I expected the last 6 miles to be tough but that was something else! Finished in 3.18.58. Am absolutely chuffed to bit and still haven't stoped smiling! Think I slept about 2 hours last night, i'm still buzzing! Annoyingly I think I made the last few miles so hard myself by going off too fast! At 14 miles I was had averaged 7.17 min miles, including 5 around 7 mins. By 18 I had dropped the pace slighty to about 7.30 mins miles and was still well on for sub 3.15 (about 3.13 ish) If I could have kept that pace up. But from 20 onwards it seemed like someone had tied bricks round my ankles and I dropped to 7.50's and by 24 8.10's. managed to run a sub 8 in the last mile but the heat and my quick start had finished me. Think if it hadn't been for the crowd I would have pulled over and collapsed in the gutter, but had a lot of friends placed over the last few miles that really kept me going! Anyway am really pleased and honestly think I have got sub 3.15 in me. Just have to learn from my mistakes and hope its cooler next time!
4	1	Yes thanks Rio for all your help along the way it has been much appreciated! . Yeah I'm the same as you Sarah, I think it might be the start of a beautiful friendship with running haha!
2	1	I'm a size 8, so could go camping in it. It's now displayed in the loo for all to admire - especially me.....
2	2	Morning... I have no intention of running until the Bank Holiday weekend. But I am on the verge of entering the Needles XC Half on 3 June...any takers?
1	2	alex should i have a e-mail from you did not recieve anything micktherunner@aol.com
2	2	Who's that lurking there in the shadows. Oh hello Mick, how's Phil these days. Got any races planned? Have you had a look at the petition?? Hippo - don't you think it's about time you gave that body of yours a rest. When's your next race planned. I know you have to have a run every day, but you need some time to recover. You'll end up burning yourself out. Can't keep up that pace forever you know. Now behave yourself and have another drink. Hic Not too heavy on the tonic though, you know what it does to you.
2	2	Thanks Bowi just a bit too far away for me to come and train with you sometimes. Not an excuse a reason..
2	2	((Roobs)) hope the pain eases soon and/or you get a cancellation. Luckily a lot of the Cutty Sark artifacts, masts etc. had been removed for refurbishment, so weren't there - doesn't look to be all that much left, that's for sure. ((KP's nose)).
2	2	Afternoon. Roobs, I decided yesterday not to do today race as my left leg ached. Shades. Well done on your marathon. (((Roobs))). Sorry to hear that you are poorly.
3	2	Corredor - great PB, but just a word of warning - advice from one of my club coaches: better to improve on your PB by 5 seconds each race than take a huge chunk off and then have to beat that next time. On a more positive note (unless you've been running for years...), I also read that whatever age you start running/racing, you will improve on your times for c.10 years before you plateau, so go for it.
2	2	I really dont know if they will be worth looking at! lol. But the new trisuit I have looks ok so I wont be shy for the cameras! lol
2	2	Morning all, very hungover, or in fact maybe still drunk. Had good night out in Wimbledon where met up with a group from work who were out for a leaving do - girl who works in our gym moving to pastures new. Ended up in nightclub. No idea what time we got home? Have got blisters and kitchen is bomb site after late night peanut-butter toast making. . No running for me today. Hope things are OK for your guys "up Norff"? I am referring to the flooding. Mean Wendy & TuTu as opposed to Susan who although is North of the river and virtually foreign climes, I don't think had weather issues.
2	2	Padams - I've just been sent the results from last night. The overall standings (after 3 races) make interesting reading. Pos OVERALL Score Points. 1 Garden City Runners 850 36. 2 St Albans Striders 1517 28. 3 Barnet & District 1593 26. 4 Royston Runners 2187 15. 5 NHRR 2119 14. 6 Bishops Stortford 3060 7. You will need to put a good team out for your home event next week if you don't want Barnet to take second place from you (they came within 60 points of beating us last night). It's also going to be close to see who out of Royston and NHRR will be relegated. The person who won is down in the results as having a double-barrelled surname. Good luck to those of you having a punt this afternoon.
1	1	Tunbridge Wells and Tonbridge are 4 miles apart. i grew up TW but now live in Tonbridge. The Tour de France is going through both. Didds lives in neither. He works in TW but lives in Bex Hill which along the coast from Hastings. Didds are you going to watch out Goudhurst way?
4	2	Well done Katie, Vrap and GF on your awesome efforts. Vrap - I think you are being too modest. A PB after that sort of exertion is phenomenal. Fast times too for Lorenzo and TT. MTR - You will soon be back on form and will fly in your DS trainers. Are you planning to alternate them with a different shoe? . RFJ and Smiffie - Thoughts are with and don't rush back. It's not fun. I seem to be in an increasing amount of pain and am ccoming to the conclusion that I might have to stop running again. I was given the number of a good physio but luck would have it that she is off on holiday for 3 weeks. I had quite a long telephone conversation wit her and she thinks I now have a secondary injury (possibly PF) caused by adjusting to compensate for original injury. I will carry on running as long as the pain gets no worse but I'm not looking forward to my HM tomorrow.Finishing that will be harder than any race I have ever done. No PBs for me in the near future!
2	2	Hey Pug . Sorry to hear about the injury. Best advice from me is put all your renowned focus oin to getting it right - do whatever the fizz / sports therapist says - treat the ice / stretch / mobility exercises or whatever as if they are key parts of your training program. Then, see how it goes, maybe you could refocus on Luton (1st weekend in December) as TippTop suggests, or come down to La Rochelle the weekend before with me. Even if you don't get a Champs start for London, you will still have a pen 1 Green start, and I'm sure you wouldn't let a couple of Eastenders actresses get in your way! Blisters . Judging by the state of Worcester City centre today, you're not wrong about what'll be with you Sunday and Monday. - Never seen the River so high, and its going to take a while to receed because no matter where you go there are great expanses of water linked to the smallest of streams as the underlying water table has risen so much. Managed to find a 7 mile dryish route this evening - would have been a slightly more achilles friendly 6, but I got stuck on the tow path for a while with canal on one side and flooded road on the other - thankfully it had stopped raining by that point, otherwise I might have been a tad worried!
3	1	Caro - the smell of the fish n chips is the same as the smell of a bacon buttie - irresistable! You'll be up for it!
3	3	Welcome back TR . Good running DanA . Good racing JEJ . Will have to give video clip a miss due to dial-up connection at home and very effective security at work. Which leaves me with today's 10k attempt. The fred consensus earlier in the week was that my endurance is good, my speed is not. Oh boy, that was the case today. I could list some excuses (missed a week after Dorney, only one speed session since, and that was on Tuesday, high mileage for me since, etc.) but the truth is is was just a bad day at the office. A very bad day at the office. Legs felt a bit heavy in my warm-up but the first K was done in 3.48 and I thought things would be alright. But from then on in my legs got heavier and heavier. It's a fast-ish course, but not pancake flat. I finished in a miserable 40.53. Not a PW (principally because my first ever race was a 10k and I've tended to do 10Ks at the start of training blocks, untapered) but not what I wanted. Will probably write it off as 6 miles @ HMP as frankly that's all it was. Ho hum. Will console myself with a recovery run this evening so that at least the mileage total for the week doesn't get wreaked to boot.
1	1	Probably 1 1/2 inches wide Pinks
2	2	Well done Tracey & Roobs on your long runs. Lyndy - I get up most mornings at 4.30 to 4.45 to go training, but for my long runs I do go out a bit later as I like to have my brekkie first. Morning is the best time of day to run. I hate running at night, have to go out tonight for a short run before going to the gym as I'm a bit behind on this week's mileage, it's 28 degrees down here in Devon today
3	2	Evening all. Loads of posts to catch up with. TR - one of my favourite subjects that - the grandparent rule in football. Always made me laugh that at the same time as Ireland were getting grief over using it, England had Butcher (born in Singapore), Barnes (born in Jamaica) and Dorigo (born in Australia) playing for them.... I always maintained that the rule made sense though as emigration was becoming much more common. The rugby one is a joke though, live somewhere for 2 years and you can play for them. We played Italy last year, and they substituted a Springbok for an Argie. I thought we were playing an AllStar XV. Sorry to hear the knee is playing up btw. Fingers crossed it'll clear up in time for NF. JEJ - I don't see any reason why you can't be down at that level yourself in time. Might take a bit more mileage though. That's obscene to be able to do that pace off so little mileage. Fair play to him. I've got a rest day tomorrow, tf. Made it through yet another mad week of training with just a slightly tight left quad to show for it. I think that's a decent return ;-) Total for the week was 120 (off 6 days, with some good quality in there). Counting back 7 days I've done 128.25 so Dull, I'm afraid your PB is mine! ;-) ) Couldn't do it on a regular basis though. Only 1 more week of this to go, and I have to say I'm glad. I think it's the mental side I find harder than the physical side. Still, what doesn't kill you......
1	1	Roobs. Listen out between 1pm and 2pm.
3	2	mornin all. had a really good club run last night, a hilly 7 miles. For the last few weeks i've got back to the club feeling like a complete wreck, as i've linked in with a group of runners who are a bit faster than me, and several times around the course i've been puffing and panting so hard and thinking.......i can't do this........i can't do this, but just about hanging on in there. Anyway last night, i got back feeling ok.....in fact as high as a kite as i kept up, with only feeling the 'omegod i can't do this' once, and that was up a long hill, but did it . Strange how your body (or my body anyway) seems to struggle along at the same pace for so long, then suddenly feels better one night for no apparent reason. Just hope it stays. Probably the tough speed session last week helped? Will rest achilees now 'till club run (about 5-6 miles) on Friday, then try and get round 13.5-14 mile course on Sunday, in last Sundays time of around 1.53 ish. Not bothered if i don't, but nice to have something to aim at. Good luck to all those of you in races this weekend.
3	2	Crikey - so much positive stuff on this thread. Well done all you racers, good to switch on the laptop read through the weekends postings. Our house resembled Emergency Ward 10 this weekend with both Small Children badly; one recovering from an op and beginning to milk it somewhat (he is male) The other (female) quietly ill on the sofa with some kid-like lurgy. Managed to run never the less. 6.5ish easy miles on Saturday (no gadgets at all so no pressure, which I prefer for this type of run) 12 miles this afternoon, kept up a decent pace in view of the fact I wasn't going mega long and averaged 8.25mm on an undulating route. Did what I always do and started slow (9mm, 8.40-8.45s) then picked up the pace as the run went on to 8-8.15mm. The last 3 miles of this route are pretty much all climb so it's tough to pick but the pace further but useful training I feel. Good running all.
2	2	What's more (I'm sorry if I sound a bit full of myself) but whilst checking the Edinburgh Marathon website I noticed the age qulification based on half-marathons is 1:35:00 which is only 2 min 30 secs faster than my PB. Does anyone know of a flat Half near London in the next two months!
2	1	Dan A - only a couple of miles from me. It would be nice to recoup the cost of my new apartment in prize money, but I guess I'd have to win the FLM for that. Any good team prizes - I can think of 3 other local 29 - 32min guys...?
2	2	HRR - feel sure you could GFA at Edin. Have you found any suitable looking halves yet? What about Leicester? Entries shut on Weds this week but they're saying that, because there are some postal strikes, it's best to enter online. There's a course profile - doesn't look too bad except at mile 8 but I'm not sure if it's a hill or just a slight incline. I'm not v. good at judging things, altitude-wise. . Leicester marathon site. 
2	2	NickM ...you can keep the congratulations at the back of the cupboard and get them out another time...I have re read the post and I now see what you mean...I wondered why you were devestated :-0....still a nice run though...
2	1	about 5 times lol
2	2	Afternoon all,. Done my last pre-Leicester run yesterday a slow 3.8miles in 33-18, if I could run at that pace for another 22miles I would be very pleased (approx 3-49 marathon) I wish. . Chest still feels a little tight and I have a niggly cough but should be ok but I know I have not done enough long runs, none over 18miles. Ozy weather sounds good for Sunday, sounds like you are getting better, hope to see you at the start. Beders , a hatrick your totp mojo is back hope the running is going well.
