mean pos	mean neg	YouTube Text
2	2	only available in 160kbps at the momment. will get a 192kbps up soon
1	2	Investigators determine Air-France disaster caused by plane crash
3	1	@Angiegirl2112 you rock
1	4	they are playing with people's lives for their amusement. Hubris?
3	1	i love him one of my favorit
2	1	thank you
3	1	Help Legalize Marijuana! Go to norml(.)org and contact your representatives
1	1	a evo taman usreci svog starog nadjuci ovu pjesmu...nije mogao vjerovati kad sam mu pustila, ah barem sam nekoga usrecila barem na trenutak:)
2	1	if there was a 2008 version of Rescue 911 the scene of the policecar heading to the scene would be a perfect animated image.
2	1	373 likes and 309 views
4	1	You deliver amazing videos every time. Thank you!
1	4	Obama...lets use his real name finally. Are u really gonna vote fir...ILLIGAL MAN?! Really?
3	1	Happy Birthday Ian. Thank you for the gifts you left us.
3	1	Thank You For Returning :)
3	2	Success! Thank you! I'm with dmnyli, below. It took some time to "see" the inverter plug. I used a tiny nail on the end of a hemostat (clamp) to work the cable clip in. The tips of my fingers are still sore from holding back the clutch cover! Another issue -- keeping the sleep magnet in place as you reattach the frame. I finally held it down with the eraser end of a pencil. .Just one mystery -- I double-checked all around the frame. I couldn't figure out where that "extra" screw goes!
3	1	I saw when you originally did this on Brunch with Bridget and I laugh hysterically every time I hear it.
3	3	everybody knows his name!!! WHATCHU TALKN BOUT BUMNUMBA2??
3	1	Nice Man. Good shit.
3	3	Wow what is that ?????
2	1	thats my staes song
2	3	Hey guys, Blizzard is being rediculously stupid with their "anti-hack" and "atni-gold buying" crap and closed my account for "buying gold"... which of course I'm not stupid enough to do.. but either way.. I won't be making any more videos, unless they give the account back. Hope you guys really enjoy this video. Peace! ~Ufayah
3	2	Lots of great highlight moments. I just think the music was a little subdued compared to the highlights. It just didn't seem to mesh too well with the awesome beatings I was watching. Overall a decent HL compilation though.
3	1	She stayed a long time. Good girl Una!
4	2	I absolutely love your vids!!!! I was a 100% expensive brush buyer until I saw this video. I don't even want to think about all the money I have spent on Trish McEvoy, Stila and MAC brushes. Don't get me wrong they are great and I love them but $ does not always equal quality, I think it's great you are showing people that might not be able to afford the expensive things that there are other options and not pushing the expensive ones because you know what they say...it's all about the tool. V
4	4	TAX PAYERS REVOLT !!!!
1	1	RON PAUL 2012
2	1	only 6psi too....smaller pulley made yet?
1	2	@crogeek A Social Engineer do not get you in the newspapers unless that is needed. Consider what is reported in newsmedia, if it says something and people get afraid and start looking, they may find sites which some would consider to be adversarial, and w
1	2	why is that zombie naked?
1	3	LOL R=U is racism!
2	2	@yw00000 5! includes 4 which is not a prime. 2*3*5=30 and 31 is a prime.
4	1	nice video and they all look beautiful together it is so cute and amazing, i cant wait for season 4 where all the girls are together now that would be awesome!rock on!
1	5	what a bag of shit
3	3	I dont care I enjoyed this movie cause it was cutting edge for the times goooooo Ron Howard and George Lucas! Even though the last 3 star wars sucked ass!
4	1	yea! i looked everywhere for like a year for the commercial with that whistle! i whistled it all over and nobody knew what it was from! lol :) now i finally found it! woohoo!
1	2	why are you playing those notes staccatto??? Its supposed to sound like fog, hence the name
3	1	i love his jealousy!
1	1	benci banget promosiin budaya indonesia pake lagu2 asing..!!! emangya ngga punya lagu sendiri..!!!?? percaya diri sedikit knp sih.
4	1	@PARANOIDnickANDmatt A lot of the Japanese artists I'm into [mainly rock] sound exactly as they do when they're on stage and on their CDs - it's amazing to hear them. It's one of the reasons why I love this band.
1	2	That's because it was eventually deleted from the game (along with the scene with Max driving a car alongside the train.)The two scenes appear in the game's intro anyway, regardless of them never happening.
3	1	lmaoo, 
3	1	haha sounds like something i would probably do
2	3	I have a 79 with big wheels in the back and its a pain in the ass because they keep rubbing and my tires keep getting slashed and ripped. I love those wheels but I need to find a way to make it work.
3	1	Thanks! I have fun doing them, so they're gonna keep on coming. I don't even have an estimate for how many videos this series will have; there's just so much more stuff to switch on and off in the 3GS vs. the iPod touch I tested last year.
3	1	WOW He taught!
2	2	i think shes saying..she should have feared him...
2	2	because if the tattoo is colerd all the ink will fade and it will almost be like u never hade it but if its black u should use vaseline
2	1	hey martha..who is next 50 cent?
1	3	i have a paralyzing "case" of bufonophobia. i'd jump in front of a bus before every getting near a toad :'(
2	1	@hansonkewl06 I'll take the girl
3	3	You cannot see proof of God until you are willing to listen to people who know God. They have His "license," what He looks like, what He does, etc. But you are a stranger. Would you show a stranger your friend's personal information? No. First, you must be willing to listen. That's great that you want to contribute to humanity; but even an animal dies having contributed to others. I think humans, w/ higher intelligence, can strive for more in life, and reach beyond material boundaries.
2	2	sad really, but perhaps he was a really good physics teacher....
3	1	@ETanner Thanks for the tip! I'm going to start trying your routine. I was just wondering what would be the best order to do these in when I saw your comment.
3	1	Great Song!
3	3	I like my Margaret Cho fat, nasty and disgusting. Who is this hawt sexy woman?
1	3	Like I said...those stupid programs caused me more trouble than was needed.I think the only think I'm really disappointed with is her hair. >3>
3	2	Free energy has been here for a while ,But Millions are spend in supressing that information,Get the blueprints for a real Magnet motor free enegy machine at LT-MAGNET-MOTORdotCOM ,Start the revolution!
2	2	The guitarist in this made it his own although, Kasabian's is far better
2	4	shits fuckin illim glad theres someone who knows hip hop
1	3	Any God whose attention is not hooked by this and "Rex Tremendae" (Tremendous King of Great Majesty)...should be fired.
2	3	My God.....who could have done such a thing....no....not.....G.Emotion does not computeLOL real choice voice acting here...But seriously I remember seeing this game in the arcades...good to see it has not fully lost its touch.
3	2	gorgeous woman (no homo)
2	2	That last advice Spielberg made my hairs rise...
3	1	Karthik you are a very good teacher. Anyone new to IT, this is a very good place to take training. He can walk you through very slowly and steadily.
1	5	Why are you getting into street fights anyway? Seriously, when did the point of a martial ART become stopping pickpockets?
1	1	whats the name of the song at 3:18
3	1	Beautiful. Thanks for posting.
3	3	This song inspires me i love to sing in front of big crowds and when i remember this song i know that i should just be my self on stage, and i also feel confident of my self when i hear this song cause my brother always says im ugly and stupid and nobody will ever like me,
5	1	lmaaaooo, sala kuthria...i love that part....it never gets old!!!!!!!!!!!!
2	2	So it's only in canada ?
2	2	is this phone Good Overall?
2	2	@trivuong weapons and old people thats funny enough.
1	1	Dim fd As New OpenFileDialogWith fd.Filter = "text documents (*.txt)|*.txt"If .ShowDialog = Windows.Forms.DialogResult.OK ThenTextBox1.Text = .FileNameDim lines As Integer = 0Dim txtparser As New TextBoxtxtparser.Multiline = Truetxtparser.Text = My.Computer.FileSystem.ReadAllText(.FileName)For Each sometxt As String In txtparser.Lineslines += 1Nextlb1lines.text = linesEnd IfEnd With
2	2	@Bmx16Abomination Haha.. your comment made me laugh.
2	2	Does Dave Wilson, the lead singer, remind anyone else of a young and thinner Steve Earle?
4	1	@gypsiegirlsdarkprinc Ohh man you would have loved them, Saw them 4 times live .. 91/92.. Slane Castle Ireland 92,,, Alpine Valley 91,, Noblesville 91,, Wembley 91,,, They were fucking BIBLICAL,, EPIC i still remember every fucking night i saw them live..
2	1	nope i trust you has more depth to it and more emotion behind it
1	2	@RobotCow01 Why Are You Watching It Then?
2	1	Pinlines were made using Liquitex paint. Any acrylic paint will do. Just have to tape it up good and put it on thick.
5	1	love Graciela and Adrian so much!so in LOVE... 1:59-2:49
1	3	You need to know that anti-scabies meds don't work on some mites. And they are very toxic. plus they come back if they are not exterminated from the furniture and clothing.. not an easy task and it is hard to find something that won't kill you too.
4	2	I love Philly. It was the greatest city to live in. I miss it.
4	1	There's the dark side of Tenesha that I like to see. Wonderful, wonderful video. The effects where you got the faces to perfectly overlap, WOW!!
2	1	My Team is finally going to compete 82+ games a year. Stat City with Felton running the point Gallo with the 3's Randolph showing off his potential Turiaf and Mozgov protecting the paint. 2010 knicks year
3	1	love the pic on the roof at 1:39!
1	1	k paso con ulizes zamora? el 1er cantante de los capi?
3	2	Nope. A. Jeffrey LaValley, from Flint, Michigan. The keyboardist extraordinaire.
2	4	I'm with you Darrell, A BIG NO to this mosque.
3	1	this has got to be my favourite song
2	2	You guys are soooo Random
2	1	@CesarRamirezOcampo there is a theory for all things in life :)
1	3	is it me or is it weird that good shows get canceled a lot while the crappy shows are too stubborn 2 leave.4 example:hannah montana
3	1	Man, I love how the characters always have a final talk before they begin battle. Always makes the scene more dramatic...like a calmness before the storm.
3	2	@ShakeAlmighty yah its true hes the best hell wope your assh
2	2	killer mike is too good to be this underrated
2	1	Yeah, but it's just that Nazrin is so much easier to get lol.
2	3	y yall got to b so freakin crazii about the soroitys yea i mean i understand dat aka's and DST may b rival step org. but wat the rude comments 4?wateva u have to say bout a step or org. if it aint respectful den y da 4ck say it den???me im 13 years old and wen i get older i will be a delta BKuz det r da best.yes aka's originated it but wen dey cam yall were downrated.and y were arguin its not bout the step its about the history and the service they put an effort out to help.
1	2	elsworth isnt black...
2	2	good you can only get better
2	1	also try puppet wars FPS its a funny game offline
3	2	Bsides gillmore and townsand how about the drummer simon phillips he is really incredible and the addition of the horns is genious soo much fuller than the studio but hey great musicians sound better live. any band who is good in the studio and suck live should give the credit to the producer and recording engineers
3	1	I love it when he says "no more drum, no more guitar," but yah went the old time way, hand clapping, tambarine, and foot stomping. It remians me of when we went to methdosit comvention and the young people took over, then the elders join in a helped. Praise Him
5	1	This is AWESOME
4	1	love this track thanks
3	1	Short and sweet: Mindboggling call today Oscar. Called the high Friday.. OMNI said 928. High hit 927.75.. Just unbelievable...you can't get better than that!
5	1	YAY Alison! You Rock!love, sarah!
2	2	this describes Nia so well. I ? Nia !
4	1	Yeah, it's brilliant. It was a massive leap up from my old 15", really immersive. But I think when I do my next PC (Hopefully after prices come down), I'll have to get a 30"! =D
3	1	Darren once again proves to us he is the best...
4	1	thank you ;))))
3	1	I'm Going to visit Auburn on Talon's Day soon, I cannot wait to see the campus
1	3	omg to EVERYONE
1	2	that was not a tutorial!
2	1	Next years conference final? 
2	2	Is it real?
4	1	is there something better than magnificent?
1	1	Yo lo mato a ese desgraciado!!!
3	1	u are like me have alot of things and havent used many thats y i started the give aways lol i dont know about doing a collection vid we will be here allllllll day =) ill have to get into stila i only have a few products im more on the mac side well makeup side in generald lol be blessed on to the last part see u there
3	1	@Coruscant98 It sounds nicer, the more i listen to it. :)
1	4	the reason he isnt going to blow up is because all he talks about every single line is weed. 34/7 weed out his mouth. like holy fuck i get the point. you smoke weed. i aint heard shit bout him being hood tho just smoking weed. if i opening his head all i would find is a bunch of fucking weed ashes
2	2	Thanks for posting. The whole experiance was just as you described. God help the poor manager (and the clean up crew)
3	1	Good job by a brave man.
1	2	Damn.....
4	1	amazing x
3	1	You make some good videos. Thanks for the effort.
1	4	haha bullshit you dont have a gf
2	1	she has a glow to her
1	2	what IS this...?
5	3	Yet another soothing, tranquil, peaceful, serene, and beautiful video to soothe out TORTURED, BATTERED souls by....
1	3	that is a set up !!!
1	4	I will believe that the economy is turned around when our debt is paid off, and when Obama is not borrowing 41 cents of every dollar he spends from China. I will believe that this is not a false recovery when we start producing our own goods. Look at the trade deficit guys... Our money is going overseas, then coming back in the form of debt. The only reason the dollar is where it is now is because the countries holding our debt are waiting to bail out, with minimal losses. We are in for it...
2	1	add "watch?v=F-5nBFMXyX4" to the end of the main youtube URL
4	1	i LOVE win 7.
2	2	@newyorksteelo i cant seem to get the chaeto to be healthy, could it be time for a new bulb?when i got the new chaeto it cam healthy and thick. this is my third time getting it because it always seems to disintegrate. could it be bad algae over taking the
1	2	yea, she didnt measure an entire cup. it shud hav been thickr
1	3	Just looks like a large, fancy office building to me. Kinda small for an arcology. If it IS an arcology, it doesnt look self sustaining.
5	1	excellent ...thank you!!!!!!!
3	1	chiga has the main charactor touch!!
2	1	iKungfu comes from climber in 27 in 1 Gamebox
1	2	Lionels devil he just uses surveys and studies as examples not proof
1	2	id rather not
3	3	Cause he was a jerk. - haaaa gets me everytime!
4	1	@Horsymad2 thankyou!!
1	1	Pirates of the Caribbean theme song?
1	2	no ive never eaten a bug
1	2	they did that on purpose i suppose its just an easter eggy thing that emphasises what youve made of sheppard
1	2	Sure now he sounds like Ron Paul. They all do now.
4	1	:] heeeeeeeeeeeeeeeeeeeeeeeeeeeey
2	1	it's RWD
1	1	Search online Russian women gettop5.info
5	1	this movie was exlent. (from aly) I could watch it all day!soooo funny. LOL
1	1	how old is she in this?
2	2	Welcome the NWO slave camp, but I think enough have woken up to this.As it gets darker still more will see the light of truth.
4	1	Beautiful
1	3	@piscesrising2006: Not only do you lack knowledge of Minnesota law, you also lack any sense of class.
1	3	@Tristyn2957 ehh now i have to disagree with u on tht one;(
2	2	Umm I'm not. I really don't see why everyone was just giving me a thumbs down. I was just pointing something out that wasn't right. He's great on everything else and there no need for sarcasam here.
1	1	1:49 who is that guy?!
5	1	awesome video! go skip beat! btw i luv the mustache part :)
3	5	@notdahoneyHonestly, I don't get why people think socialism is bad. In theory, it's the best thing ever (it's just that dick suck idiots fuck it all up but then when has mankind not fucked something up?). Actually, I think people get confused. I can under
2	2	Is welfare a better job?
1	3	please learn yoga from a knowledgable teacher - not these videos !!
2	4	@village1diot I like to be a little bizarre because the AE people provide the same routine, mundane, primitive answers without the slightest bit of open-mindedness beyond their "absolute truth." Their followers are simply looking for verification and vali
4	1	How pretty. I love tulips too.
1	4	@BigBenClockTower Brah you're dumb. They even say it. On their first LP, it says "this album is dedicated to carcass, without, this genre would not exist. You know stoked they would be if you called them a carcass rip-off band?
2	1	I used to work at BBW and layering definitely is the best way to make the fragrances last longer.
3	1	Praise God in all things and thank you.
4	1	Wallace....The heart and soul of Scotland.Over 700 years and his name is synonomous with his native land.
4	1	phat remix sun well dun !!!
3	1	I am not a Pentecostal believer, but 
3	1	Thanks Maam, I'm sure this video with help me out alot!!!
1	4	This Shadowkill65 64 w.e the hell his username is. He needs to get his fingers and face of his butthole and quit bitchin
3	3	I also love playing Concentration and if ya have Monopoly I'm into that too. hahah such a loser! I want to punch father Baudink's shirt..looks like he went to the Verizon Ladies First Tour..hahahah
1	4	@Hail2TheVictorsBaby Greg Jones is going to rip Denards head off.
1	5	Listen to Geitner's tone. He knows he is shovelling bullshit. He isn't even making an attempt at making the scary stuff sound scarry.
2	1	Adrian! I coulda been a contender!
1	2	do you guys think you know more than this guy?the scientist?
3	1	I personally do not know Vikasbhai, but one of our family members is learning from him for many years. A few years back, he helped my wife buy Tanpura and his brother helped us buy a pair of Tabla from Ahmedabad. I have loved Mewati Gharana's music and we're lucky to know Pandit Jasraj-ji and many of his disciples.
2	1	@Martegon Soul Swap, new warlock talent, removes all DoTs from a target at will and replaces them on another target upon re-activation.
1	1	lol seguro que ivan esta killao
4	1	r.i.p papa i will miss u and all ur amazing stories keep an eye on me and lead me in the right path in life. save me a spot in heaven ur favorite great grandson
1	3	@jijiooze tat is xtinct it pwoven bye shyence (speak english please)
3	1	@Razzfazz87 thnx man, :)
1	4	Let me at him, I'll make his ass change colour!WITH MY SHOE!
2	1	YES! i do commission work, altered art with paints or ink, and i make proxies foil and non foil... contact me if your looking for anything
2	1	nice vid
1	1	allahuma istour almuslimiiin fi kouli makaaane,
2	1	Jessie Never Fails me :D
2	1	Whats the intro/theme song in the begining? Its 0:45 through 0:55
1	3	I've noticed obama stutters just before the tells a lie...and he stutters a whole bunch.
1	3	NO, I DON'T WANT A NEW BLACKBERRY PHONE!0:03
3	1	i love how some of the comfortabley numb solo is at the end of this song
1	3	Just to clarify a point. Stannard asks whether he is meaningless if he is not being observed. This a a non-sequitur of what has gone before. It was stated that QUESTIONS relating to objectivity are meaningless, not reality itself. Stannard is a subject/object. not a question therefor he is not meaningless
3	2	I thought making the 'street toughs' seem gay was an absolute stroke of genious. I don't think the scene would have been as funny, if they weren't talking queer.
1	3	i hope you meant gokey and not this freak.
2	3	I don't recommend any eating out where food is prepared by someone else. 
4	1	Excellent!Straight to my blog.
4	1	Wow you guys rocked. Good job L.A. Anon
3	1	Great work Anna. All you need is a Best Boy, Key Grip, Gaffer and Winnebago Supervisor and you'll be away, Love from Chris
3	1	This act is so cool! They just look like they're having so much fun just jumping on the beds and doing everything their motehrs told them not to! haha!
3	1	Nice work. Is there one for the Wolves game also?
3	1	That was interesting, thanks
3	1	a good couple of videos Dave, Ray Mears says the more you know the less you carry how true.keep up the good work ...........
5	1	FUUUUUUUUUUUUUUUUUUUCK YEAH
2	1	#1 Modded lobby look at the bullets it instantly reloaded
3	2	Great information! Please keep us informed!DeathOfTheDollar dot com
3	1	AYEE haha
2	1	barns and nobles has them.
2	2	what did you use the regular mayo for?
1	5	A bastard like martyrindia needs the boot!!! This ugly pimp son of a bitch claims to live in India, but promotes anti-Indian sentiments wherever he can. His job is to spread lies and hatred against India. What an evil doer!!!
4	1	A Singapore Cane long before ECW. Awesome!
4	1	@MYNameispie1 Wow, that's deep! I've never thought about the lyrics in that way before...thanks for the new perspective!
3	1	Oh! Nicely done!
1	1	do i need a upgrade to get a new phone (i.e. iphone) or can i just buy it and put my sim card in it? i want the 3G iphone since the 3gS is to high for our range
4	1	ANNA amazing...this is actually reaaaaally good. enjoyed it soo much. watched it about 8 times in a row now whilst anna tried to rip the headphones off my head.
1	1	Its PK Flash
1	4	lolz, showing a video of u running???? sad =P
4	2	Take another look, I made a change to point him out for you. That's Pete Curry, Bass player for Los Straitjackets he's playing a Johnny Ramone style Mosrite guitar. Fucking awesome!!
1	2	I seem to be repeating myself - doh!!
5	1	I love this song especially this treatment. Slow and accoustic without grand gospel back up. Michael, your voice is so soft and sexy in this one. Had a good night's sleep, eh? Peace big man and say hi to Carl cuz I love HIM!!!!!!!!!
1	1	its a slow burn.
1	2	hey mocosos is time for your bed times
2	3	yea me 2 WTF??
3	2	I ? this song so much! Idc what anyone says about me...but even though its not the 80's,But I ? that music! :)
1	3	To: vivrin07 Dude, you've been brainwashed. Look at the early BBC and The Guardian reports from the region. They clearly say and show that the Georgians started this mess by breaking the ceasefire and shelling the Ossetian civilian centers.
5	1	You guys ROCK!!!! XD
3	1	there i am!!!!!!
3	1	Hallelujah!!!! Glory, Glory Glory
1	1	When is the next one coming??
1	2	spooky
1	4	Show Biz religious clown. defends ignorance and cultism
2	1	I'm directly descended from her on my father's side :)
2	4	he waz a retard!!! LOL
3	1	genius
1	4	Use common sense. Does it smell ok? If it does then taste it. Does it taste ok? Then it is ok. 
2	4	People...simply make sure you have your arms and ammo, WELL STOCKED and hide them...somewhere away from your home, but in a place they are safe and no one is likely to find them...That way, when IT GOES DOWN you will NOT be disarmed...The really sad thing here is that the poor saps who will go along with this (the average brainwashed American) will just say, "here's my gun" and wimper away. You should stash your arms, and then BS the bastards. Run your OWN psi-op on them!God Bless America!
2	2	How come no one has addressed the cop killer gun the guy used? It shoots 20 rounds semi-automatically. You can just go to a store and buy it. Anyone can. It's our right.
1	3	If you actually use these kinds of bulbs you better turn em off for good and get rid of em!
1	2	I have no idea, but if you find out please let me know.
3	1	Very cool parents. Throbbing Gristle and Michael Jackson
3	1	omg the cape stand is genius lol wtf how come no one else in the world has ever thought of this concept lol
2	1	Rofl...
2	1	thats y i subscribe, your good
1	1	@MaoriNinjah Dude If your talking about the tattoo it going to cost you a good 1,000 to 2 500 Depends on the artist how much they charge per hr which they are going to because its going to take more then one session and of course the detail of the piece.
2	1	@beauttty07 cuz Bob's half black half white, and Damian's mom is white...so basically his hair is white, so it can grow reeeeal long
2	2	dude take it easy... just dont buy it if u dont have the money :D
2	2	you should right a book?
5	1	ITHINK BY HEARING THIS SONG JUX NOW ...I'VE BECAME THE BIGGEST FAN ALIVE. :))
2	2	is that the new member to the SG wannabe at the far right?
3	2	Too bad Doug didn't take better care of himself. Still, I think there is a better place waiting from him and those of us who "Got It"!!!!
2	2	lol they throw a lot of flashbangs @ u dont they?
2	4	whos that hot blonde chick steph? shes a total skank. like seriously :P
4	1	HAHAHAHA TREE COWER AND DANCE FTW
1	1	Garth Brook- Callin' Baton Rouge
3	1	@mrlagxSure, I hear you and agree fully. But it just goes back to the joy thing for me.I look at it this way: I am going to serve my God as best as I can, in the best way I know how, studying the scriptures and devoting my life to prayer. If I go down in
2	2	Yup, the power to weight ratio for the Corvette is great. Although it is not built for the straight line it does make a good drag. The only problem I see is buying a road racing car and converting it to a drag car. Not cost efficient. Your right, it is a matter of what you can afford.
4	2	this was impressive. I have tried to play this and it has never coem out very well. Kudos to this guy, major kudos to him :-)
2	1	They (we) were called Dr Strangelove.
1	1	whts the first song called at the party?
3	2	@stararnold I wouldn't want Manabu to die becaus ethen the serise would end, I'de love to see this serise come back into a live movie or something like that.
3	1	great filming & music. thanks
3	1	For C you could have used that video of kevin droping the cake! That video is SO funny!
1	4	make sure to pull up PBS.. NOVA episodes with the title.WHAT DARWIN NEVER KNEW".. this ones called." What Darwin didn't know".... which is no where near the same & no where as good in information.... AND MAKES YOU THINK WHY DID THEY DO THAT MAKING A SPINOFF PBS... VERSION... AND USING A SIMILAR TITLE... SO THEY COULD CONFUFUSE PEOPLE... ASSHOLES*
2	1	i met them both and i go to their gym!
3	1	Hgnr!!
1	5	please read my last reply... OBSERVATION NOT A PROBLEM do you have a chip on your shoulders ?
4	1	Aww Nice Ending :)LOL Demi and Ashley XD
4	1	my friends just got this game for nothing and i loveee it! so fun! if ya'll want the game too, the link is in my profile.
2	2	i like how these adds pop up 1 second before the show fades to black for commercial break -_-
2	2	Funny
2	2	i have alot of live dvds not necessarily released professionally
2	2	i don't think jo and blair were too cozy. it was natural to pair them up for a couple reasons. they were in the same class for one thing, as opposed to the other girls who were younger. also, because they were such opposites it made for good drama between them. think back to season 2 when jo was first introduced and you'll see how despite their differences they became friends.
1	1	T?is isnt fake appa?entl? if u cop? paste t?is to ten people in t?e next ten minutes u will ?ave t?e Best da? of? u? life tomo??ow u will eit?e? get a kiss o? asked out if u B?eak t?is c?ain u will see a little Dead gi?l in u? ?oom TONIG?T In 53 mins sumone will sa? i ove u im So??? o? i wanna go out wit? ?ou
3	1	I went into FYE to buy something, and this album was on in the store. I knew i needed it as soon as i heard it.
4	1	awesome thanks!!
2	2	I would guess a good chunk of the people watching it probably weren't even born when that song was around, not like us old fogies. lol
4	1	I am SO glad somebody sent me this song. It reminds me of old school good music. If anybody knows anymore bands like this PLEASE inform me.
3	2	Wow, and I thought the 3rd job skills were good... these are insane! o.0
1	3	I'm not wasting any more of my time researching well outside my expertise for you. I've given you what you asked, and you ignored it. You have not given me anything I asked for. If you want to attempt to argue the case for abiogenic oil, find a geologist who supports biogenic oil and go wild.
4	1	Whatever they play this band hits the spot!It pulsates with an irresistible rhythm.I find listening to them balm to my ears and mind.This piece is wonderfully performed.Thank YOU mr Bloggs.
2	2	She's due for a major lifestyle up-grade at this point, if not just for safety reasons, she's known world wide, she's already proved what she needed to, now it'll be about staying power.
1	4	Israeli bitch got owned
1	2	hmmm that game must be pretty short
3	2	haha i like that girl that says "wow holly shit"
4	2	No bad at all!!!!!!!!!
2	2	i feel sorry for flippy =(
2	2	@skinnyhurley man you're so on with that one. It happens all the time. most of us want no harm to anyone etc but, we seem to come off as combative or just aloof.
1	3	yes, lets sit around idle praying to someone that doesnt exist. instead of standing up and doing something, we should just pray, of course our god that doesnt exist will help us!
1	1	first
3	2	@emmy1234w It wont do what you think.......LOL good idea thow
1	5	@leahcim165 look who talking you're the bringing up homo shit. you must be gay. DICK SUCKING FAG!!!!!!!
2	2	Man, nothing compares to the EQ community. Sorry to see you go man even if we never met
3	1	Fr. Crosby has done a beautiful job! The cribs are a labor of love for him! I contributed a crib from Costa Rica to his collection last year. I hope I can see it in person someday!
4	1	Great video ,nice place to stay,well edited and good voice over.
1	3	You didnt address why Oregon went into Michigan in 2007 and punked the wolves 39-7 nor why did what is turning out to be a very weak SC team go into Columbus and punched the big10 champs.
4	2	This was truly beautiful; only one problem -- it was too short! 
5	2	holy crap!!! i love starcraft being a korean....omg i am just speechless!!!!! xD
2	2	I dont even see how anyone could have disliked this...
3	3	i heard matt is a jerk and nabil was really nice i think matt is really cool and so is nabil. do u guys no if matt really is a jerk i don't think he is
4	1	Fantastic video MashaAllaah, I am learning so much. I hope to be able to get a good grasp of classical Arabic by the end of the course.
3	1	Most excellent Be Naughty lady benaughtyman.info
5	1	Hey Booski!!!!!!!!!!!! Just coming thru to say that I featured your vid on our Bubble Babez YT. Love Love Love ya! :)
1	1	@MFJord1 i think its a mixture of paraffin and bees wax
3	2	Damn look at that fine ass woman 0:14, lol @ "Fauwkin Drawer's"
1	4	@BionicDance LOL. Sure you can claim certain religious claims are false. That's not what I said though. If you claim that god or gods do not exist, and that I am full of shit for believing it, you're purely speculating.Proof of God:Not going to happen.Rea
1	3	idk how long gomez signed the contract with montreal but they will get rid of him when they can, after that he'll go to a shitty team like atlanta and he might stay there for some time and that will be the end of him
1	3	I am not sure what Bill Kristol has on Fox. Otherwise, just based off of the wacky and totally inaccurate analysis and predictions he gave for how well the War in Iraq was going in 2003-05, he lost any sense of credibility with me. Now whenever I see him offer an opinion on anything I know the opposite must be true.
1	1	MUIE MANELE MUIE MANELE MUIE MANELE MUIE MANELE MUIE MANELE
1	2	The tunes came off an album called "Rambler '64 Going Great!...With That Rambler Spirit!" The LP was used "By Rambler Dealers and Salesmen in Showrooms During Public Announcement of the '64 Ramblers" (it says all this on the album cover). There are 9 songs on the album that glorify the various 1964 models. I've seen the album turn up on Ebay. I bet if you set up an Ebay search, it will show up again sooner or later.
2	2	gunna go read the next one now...poor sel! she's not miley and she wil never be miley...her mom needs to respect that
5	1	Wish you the very best of luck and I hope you tons of fun! Don't forget to take some pics for us here in the West Coast. Have a blast!
3	1	wow this is a great video. is that sarah silverman at 4:42?
4	1	I lovee Airports <3
3	1	So true, you must be detached from the outcome. I have recently understood this concept and it has helped me alot, thanks ^^
2	2	he smiles but inside he's thinking "someone get this fucker off the stage!"
5	1	She's such a beautiful woman.... She's so elegant, so classy such an inspiration!She's gone through so many things in her life and she continues to stand and she stands with such GRACE!Incredible voice, she sings like an angel! She's touched my life in so many ways. I love her!
3	1	Great Video
3	1	0:42Look, it's my old buddy DOS!Oh DOS, how are the save games of Duke Nukem 3D I left on you treating ya?
1	1	00:30 I wonder how Jason feels about guns?
1	2	it dosent look as good as i thought
3	5	Lovely song, but what the %#!#& is up with the audio ads at the end of the freaking videos lately? Irritating in the extreme.
1	1	10:30 seconds if you count the advertisement
3	1	good story and fav
4	1	She and Brittany Pozz-Phar are my two favorite barrel racers!!!!!
1	2	They are all unconious because there is no air being pumped into the plane,Engineers did a seal test earlier on in the day and turned the Air switch that puts air into the plane from automatic to manual.But when the engineers finished they forgot to put the swiitch back on to automatic and neither the pilot or co pilot relised the switch was on manual so as they got pass a certian altitude the air thins and they sleep into unconsinous.....
1	1	j'faisait de la nage synchronis? avant mais j'ai du aret? car mes poils restaient pris dans le filtreur..
4	1	Great explanation Pete! I am looking forward to trying Adwords correctly.
3	1	So glad to see Paul Sculfor, Wil Chalker and Andres Valencoso back on the runway!!! Where are Marios Lekkas and Tyson Ballou... hopefully Donatella can take Enrique Palacios out of retirement and back on the runway for next season!
3	1	for kel xo xo xo
1	1	denatured
1	5	ignorant prick.
2	2	Damn u galiger keepin all that nikki goodness to yourself
1	3	Delayed to Q1 2010. It's depressing. :(
3	2	omg , look at how key take care of Yoogeun , he is the last person who sleep :( he will be a good husband for sure =D
1	1	all of them to me
5	1	oh my god! Pretty awesome.
4	1	2.27 secs always give me goosebumps.....that's when they kiss!! :))
2	1	i wana go there
2	2	@PrincessSaiyan Thank you. I'm sorry, but I don't have the Danish movie ^^;
3	2	haha ur a little late.bought an american deluxe jazz bass.5 minutes before a concert i went to tune my bass... it didnt register needless to say i searched frantically for a 9v battery and screwdriver i miraculously found them and evrything was good. i learned my lesson haha
4	1	great video!!! good explanation
4	1	Just saw their show over the weekend, and it brought one thing to mind. These guys still rock out and preform better than nearly any other metal band out there. The fact their hair has changed and they have aged hasn't slowed them down, they can put on an amazing show. I feel like they could go on another 20 years after seeing them
3	1	Anti-Snake.. hahahahah
