content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
because y\u2019all have been complaing about him allll the dam time.. NOT LIKE ME SINCE I WAS IN 3RD GRADE PARKER HAS BEEN MY MAIN BABY <3	0	negative	1	0	0	1	1	2	-5.635	1.243	0	0.267730712890625	1	-0.8744535446166992	negative	0	0	2	-2	-6.488	negative	0	0	4.0920000000000005	0	0	2	0.538	-0.128	-0.012	0.957	-0.699	0.987
I just sat beside a joe paterno fan at the bank. He had a license plate that said with his name and a penn state plate. Sucks for him.	0	negative	1	1	0	0	0	3	-10.698	3.152	-3	0.2181243896484375	0	-0.273193359375	negative	0	0	0	-2	-4.559	neutral	0	0	2.3039999999999994	1	0	1	0.893	-0.057	0.202	1.346	-0.702	1.656
About to watch Safe House for the 1st time... #Redbox #Latepass	0	positive	1	0	0	1	2	1	-0.43200000000000005	1.556	0	0.366455078125	1	0.0	neutral	0	0	1	-1	-0.46299999999999997	neutral	0	0	2.047	1	1	2	0.496	-0.033	0.051	0.672	-0.123	0.745
I\u2019ll be giving 2 presentations @ the Center for Photographic Art in Carmel\u002c CA on Sat. 11/3 http://t.co/k4fYFUsJ  #photography	1	neutral	0	0	0	0	1	0	-0.329	2.593	0	0.421966552734375	1	0.0	neutral	1	0	3	-1	-0.9689999999999999	neutral	0	0	3.7920000000000007	1	0	1	0.497	0	0.1	0.534	0.01	0.87
Amazon: Extra Strength Hair Nutrient Tablets\u002c 60-Tablets (Packaging May Vary) by Viviscal  649 days in the top 1... http://t.co/jsp8IGcb	0	positive	1	0	0	1	1	4	-1.833	0.9830000000000001	0	0.41357421875	0	-0.4375038146972656	neutral	0	0	3	-1	-1.6239999999999999	neutral	0	0	2.701	2	0	3	0.392	-0.034	0.108	0.492	-0.166	0.703
Just thinking about couple days I had in August; Stone Roses one night then Kasabian\u002c Noel G and The Cribs the next. Doesn\u2019t get much better	0	neutral	2	0	0	1	0	2	-3.016	3.7820000000000005	0	1.290199280701927	0	-0.07373046875	positive	0	1	1	-1	-1.567	positive	0	1	5.7700000000000005	0	0	1	1.134	0	0.414	0.917	-1.013	2.496
Rockets have 15 assists in the 1st half. Lin and Harden each have five dimes.	0	neutral	0	1	1	0	0	0	-3.648	2.6619999999999995	0	0.0	0	-0.27234458923339844	neutral	0	0	0	-1	-0.9329999999999999	neutral	0	0	1.726	0	0	1	0.519	0	0.194	0.717	-0.036	1.035
@JLin7 ha.finally i can add you in my circle and come to close to talk with you on 11/6...yeah.1st time to see real Jeremy Lin..so excited..	1	positive	2	0	1	1	2	3	-2.962	6.51	0	0.27076063371714554	1	-0.0318603515625	positive	0	0	3	-1	-1.83	positive	0	0	2.8540000000000005	2	0	3	1.108	0	0.726	1.609	-0.584	1.685
Jennifer Hudson\u002c others perform at Whitney Houston tribute: Just before the Grammys in February ... http://t.co/ykAcaHTT #Fashion #Style	0	neutral	2	0	0	0	0	0	-0.508	3.9800000000000004	0	0.7979736328125	0	0.0	neutral	0	0	1	-1	-1.156	neutral	0	0	6.71	0	0	1	0.46	-0.029	0.178	0.596	-0.157	0.755
Safe and Sound on 57th and 11th...hoping that they clean up Sandy quickly for those that were in her path. Love you all!	0	positive	4	0	0	3	0	6	-3.4370000000000003	4.059	0	0.9958191429032013	3	-0.06264625489711761	positive	0	0	3	-1	-3.091	positive	0	0	4.09	2	0	3	0.825	0	0.56	0.699	-0.057	1.271
Would it be acceptable for me to write my Free Entry Friday in Ms. Hughes\u2019 class tomorrow on candy	0	neutral	2	0	0	1	1	1	-3.82	2.162	0	0.557960033416748	0	-0.09375	neutral	0	0	1	-1	-1.5559999999999998	neutral	0	0	3.743	0	0	1	1.074	0	0.8	0.978	0.0	1.289
I just did a shit load of typing. My group better call me Queen tomorrow.	0	negative	2	1	0	1	1	2	-3.3240000000000003	1.4	-4	0.942962646484375	0	-0.49368906300423987	neutral	0	1	0	-2	-2.875	neutral	1	1	2.293	0	0	1	0.527	-0.332	0.269	0.727	-0.478	0.063
\u2019SOS\u2019 not an over the top comedy: Ashwni Dhir: Mumbai\u002c Nov 1 (IANS) Forthcoming comedy \Son Of Sardaar\ might be... http://t.co/cUSIitOF	0	neutral	2	0	2	1	1	4	-1.056	4.500000000000001	0	0.0372314453125	0	-1.0000038146972656	neutral	0	0	2	-1	-1.7710000000000001	negative	0	0	2.4810000000000003	1	0	1	0.533	0	0.178	0.587	-0.411	0.968
@Talkmaster Hope you are wrong Sir. And welcome back to Jacksonville tomorrow for your last show here. Sorry I can\u2019t make it.	1	positive	3	2	2	1	2	4	-5.061	6.021	-3	0.6581751388011985	1	-0.66168212890625	neutral	0	1	2	-2	-3.9439999999999995	negative	0	0	2.527	3	0	3	1.166	-1.214	-1.5	2.614	-0.137	0.253
Happy Valentines Day ? I thought stupid #valentine was on the 14th of Feb.	0	negative	1	1	1	1	2	3	-2.0340000000000003	2.242	-2	0.5478515625	1	-0.421875	neutral	0	1	1	-2	-3.383	negative	0	0	4.0120000000000005	1	0	2	0.405	-0.312	0.828	0.345	0.934	0.15
Smashing melons ain\u2019t my thingRT @DoctorGC Okay\u002c Noel Gallagher is playing in Louisville on November 4th. Who\u2019s going with me?	0	positive	0	0	0	0	0	0	-1.4060000000000001	3.294	0	0.40625	0	-0.1875	neutral	0	0	0	-1	-0.815	neutral	0	0	3.7860000000000005	0	0	2	0.122	0	0.055	0.158	-0.084	0.236
oh shit Ray Lewis may be able to come back. hopefully young cause if you ask me Ravens would have won the Superbpwl if it wasn\u2019t for Cundiff	1	negative	3	1	0	1	1	5	-4.635000000000001	4.197	-4	0.6159887295216322	1	-0.4555082321166992	neutral	0	1	1	-2	-3.6029999999999998	positive	1	1	1.403	0	0	1	1.028	-0.332	0.35	1.988	-1.122	0.873
@TheRock SO its @cm punk vs u at royal rumble may the best man win...	0	positive	1	1	0	2	0	7	-1.295	2.6049999999999995	0	0.2822265625	0	-0.15625	positive	0	0	0	-1	-0.9199999999999999	positive	0	0	2.7329999999999997	0	0	2	0.441	0	0.194	0.572	-0.314	0.869
Buzzing for the game tomorrow\u002c gong to be a great atmosphere and a possible upset is on the cards! Bring on Aston Villa! #stfc	0	negative	1	2	2	1	0	3	-4.232	5.336000000000001	-2	0.6583251953125	0	-0.1841602325439453	neutral	1	1	0	-3	-2.648	positive	0	1	5.104000000000001	0	0	3	1.546	-0.78	0.062	1.625	-1.111	1.669
AC Milan Ready to Make January Move for Chelsea Full-Back Ashley Cole: San Siro side want Stamford Bridge defend... http://t.co/6KwtrS82	0	neutral	3	0	0	1	1	1	-2.6799999999999997	2.019	0	0.24633696679757167	0	-0.7476806640625	neutral	0	0	1	-1	-3.5079999999999996	neutral	0	0	3.366	0	1	1	0.777	-0.086	0.164	1.171	-0.508	1.386
@mariemireles well I figured out that you have to get on the computer to make a league. The boys will have to help us tomorrow! Hahaha	0	positive	3	0	0	1	1	5	-3.8350000000000004	4.457000000000001	0	0.5406153528766958	0	-0.39014625549316406	positive	0	0	1	-1	-2.746	neutral	0	0	1.898	0	0	2	2.212	0	1.585	2.599	-0.382	2.934
Okay so today is Tatum Tuesday! Retweet if you like Channing Tatum!	0	positive	2	0	0	1	0	2	-1.838	6.231	0	0.46142578125	0	0.0	positive	0	0	0	-1	-0.5630000000000001	positive	0	0	6.34	0	0	2	0.539	0	0.61	0.56	-0.614	0.885
@_JustAnother1 smh I\u2019m just waiting on the black ppl to cuss me out tomorrow about Denzel lol NIGGAS!!!	0	positive	1	1	2	0	1	3	-8.564	2.7359999999999998	-5	0.330810546875	0	-0.12177568674087524	neutral	1	1	0	-1	-2.243	negative	0	0	2.175	0	0	2	0.469	0	0.103	0.723	-0.222	0.906
Apple CEO \u2019extremely sorry\u2019 for problems with new maps: Source: http://t.co/uKRV96Bg --- Sunday\u002c September 30\u002c... http://t.co/SiClT5TP	0	negative	0	2	2	0	0	0	-2.057	2.293	-3	0.0758056640625	0	-0.109375	neutral	0	0	0	-2	-2.289	negative	0	0	2.5620000000000003	0	0	1	0.461	0	0.148	0.664	-0.249	0.818
My mom just said she doesn\u2019t like Taylor Swift. I guess I\u2019ll be moving out tomorrow.	1	positive	4	0	0	2	1	4	-2.091	1.433	0	0.5716552734375	0	-0.14300918579101562	neutral	0	0	1	-1	-2.7929999999999997	negative	0	0	2.0380000000000003	0	0	2	0.615	0	0.439	0.896	-0.612	1.12
@From_A_Balcony haha. You know i cant deal with athens after last saturday. Hear their ignorant asses talk about the game. Lord help me	1	negative	2	1	2	0	1	5	-8.358	2.4959999999999996	-2	0.08474600315093994	1	-0.272857666015625	neutral	0	2	3	-3	-3.367	negative	2	0	2.189	2	0	2	1.61	-0.649	1.031	1.959	0.366	1.411
Got a Jennifer Hudson inspired makeup look coming on Monday\u002c excited for the turn out	2	positive	1	0	0	1	2	5	-0.147	4.834	0	1.2105405628826702	2	-0.06488418579101562	positive	0	0	2	-1	-0.428	positive	0	0	6.808000000000001	2	0	3	0.496	0	0.018	0.515	0.0	0.957
@mrjfumero I heard that Ms. Pink Friday got tired of hearing Mrs. Canon bragging about her records\u002c Grammys\u002c success and BS.	0	positive	1	2	1	1	1	2	-3.202	3.083	-2	0.455078125	1	-0.220703125	neutral	0	2	1	-1	-2.382	neutral	0	0	5.813000000000001	0	1	3	0.664	-0.462	0.844	0.667	0.444	-0.078
It\u2019s now or never\u002c Ita now or never! That is why he is the best of his kind. May not play for us but hats off to Ray Lewis  52 #TheGreatest	0	positive	2	0	0	1	0	5	-5.794	4.328	0	0.5124515294453431	1	-1.36181640625	neutral	0	0	1	-1	-3.8610000000000007	positive	0	0	4.052999999999999	1	0	2	0.968	0	0.051	1.688	-0.893	2.06
Have an appointment at the Bellamy tomorrow... Might be moving in there next semester #Excited	1	positive	3	0	0	1	2	3	-0.698	1.428	0	0.2501220703125	1	-0.4369535446166992	neutral	0	0	1	-1	-2.193	positive	0	0	3.5460000000000003	1	0	3	0.395	-0.062	-0.01	0.688	-0.532	0.78
Headlines: Nadal confirms for Mexican Open in February: Rafael Nadal plans to play at the Mexican Open in Februa... http://t.co/a5UTIdcE	0	neutral	2	0	0	0	0	0	-0.984	1.0939999999999999	0	0.06323277944534311	0	-2.173402754124254E-5	neutral	0	0	0	-1	-4.859000000000001	neutral	0	0	6.724	0	0	1	0.295	0	-0.092	0.516	-0.118	0.578
@JoshCribbs16 you too. we need you on sunday to knock the purple out of the Ravens.	0	neutral	0	1	2	0	0	0	-2.0300000000000002	3.1100000000000008	0	0.04296875	0	-0.15839004516601562	positive	0	0	0	-1	-0.972	neutral	0	0	1.9280000000000002	0	0	1	1.169	0	1.06	1.34	-0.394	1.501
Today (July 28th \u201912) is Milk Chocolate Day. Bring it on. #milkchocolateday http://t.co/nPZEFpaE	0	neutral	0	0	0	0	1	0	-0.122	1.111	0	0.3583984375	1	0.0	positive	0	0	1	-1	-0.377	positive	0	0	4.012	1	0	1	0.224	0	0.153	0.038	-0.306	0.45
Good luck to Infinity\u2019s Iain Veitch who competes in the Taiwan #ironman70.3 on Saturday	2	positive	2	0	0	2	3	6	-5.943	2.7460000000000004	0	0.8021261114627123	3	0.0	neutral	0	0	3	-1	-0.393	positive	0	0	3.835	2	0	3	2.035	0	1.811	2.201	0.0	2.094
Yes I can call it commitment because they are signing yet. National Signing Day for NBA is July 11th.	0	neutral	2	0	0	1	0	3	-3.6159999999999997	3.6639999999999997	0	0.4384765625	0	-0.46866464894173987	positive	0	0	0	-1	-1.7859999999999998	neutral	0	0	2.139	0	0	1	0.731	0	-0.093	0.886	-0.34	1.74
It must be Thursday everyday cuz niggas is thirsty all the time	0	negative	0	0	0	0	1	0	-3.7119999999999997	0.405	-5	0.8031005859375	0	0.0	neutral	0	1	0	-2	-1.421	neutral	0	0	1.008	0	0	1	0.261	0	-0.051	0.605	-0.513	0.743
Rg is cleared for the Vikings game Sunday #goodmood   p.s. thank God we got rid of Cuntsniff or is it Cundiff?	0	negative	1	0	2	2	1	4	-3.852	3.6360000000000006	0	0.875	1	-5.79833984375E-4	positive	0	0	1	-4	-2.014	positive	0	0	3.0220000000000002	1	1	2	2.412	0	2.718	1.136	0.0	3.228
Still time to order your #Halloween treats! Deadline: 2PM CST TODAY (with Overnight Shipping) to arrive tomorrow! ---> http://t.co/vvT2ImJz	0	positive	0	0	0	0	3	0	-0.7739999999999999	3.888	0	0.084228515625	0	-0.07276725769042969	positive	0	0	0	-1	-2.6379999999999995	positive	0	0	4.0	0	0	2	0.761	0	0.794	0.829	-0.469	0.833
gonna meet the cast of Spartacus on the 7th! I am too excited!	1	positive	1	0	1	1	1	3	-0.627	3.133	0	0.16413116455078125	1	-0.15625	positive	0	0	1	-1	-1.1219999999999999	positive	0	0	3.0060000000000007	1	0	4	0.197	-0.03	-0.136	0.367	-0.141	0.514
@DonManolo_ @JakeMcWavyNYC you can\u2019t be serious you\u2019re acting as if Parker just sat down for those rings. Parker makes the spurs what they r	0	negative	1	0	2	0	0	0	-5.3870000000000005	3.2780000000000005	0	0.3062453418970108	0	-0.0625	neutral	0	0	0	-2	-2.817	negative	0	0	1.53	0	0	1	0.489	-0.398	-0.855	1.075	-0.776	0.83
Who wants to go to rugby practice with me Saturday?	0	neutral	0	0	0	0	0	0	-1.5210000000000001	0.903	0	0.06933599525655154	0	0.0	neutral	0	0	1	-1	-1.74	neutral	0	0	2.02	0	0	1	0.218	0	0.023	0.272	-0.084	0.347
@realrominarey Way to go.  I dropped my ballot marked OBAMA off on Wednesday in Colorado\u002c gives you a good feeling.  I hope CO goes OBAMA.	3	positive	2	0	0	1	4	6	-4.098	3.36	0	1.0181906223442638	3	-0.49462890625	neutral	1	1	5	-1	-4.433000000000001	positive	1	1	3.354	4	1	3	1.46	0	0.88	2.439	-0.244	1.308
@kevins980 Neild to give Cofield a break bcus he\u2019s an immovable object. Something that the 3-4 NT should be. C. Griffin is only in his 7th	1	neutral	0	3	3	0	0	0	-3.588	1.527	0	1.220703125E-4	0	-0.5963972870902908	neutral	0	1	1	-1	-4.096000000000001	neutral	0	0	0.862	1	0	1	0.176	-0.036	0.083	0.197	-0.157	0.209
Everyone talks about eli manning  being the best in the 4th qtr. Jay cutler has the best qbr rating in 4th qtr in the nfl #GetSome #DaBears	0	positive	2	0	0	2	0	6	-1.9570000000000003	3.694	0	0.353515625	0	0.0	neutral	1	1	0	-1	-5.546	positive	0	1	5.169	0	1	2	0.614	-0.025	0.353	0.719	-0.42	1.103
Can Channing Tatum be a stripper again just for me on my 18th Birthday?! ;)	1	positive	1	0	0	0	1	0	-0.6439999999999999	5.023	0	0.2039794921875	1	-0.0625	neutral	0	0	1	-1	-0.852	positive	0	0	5.681000000000001	0	0	2	0.525	0	0.26	0.755	-0.245	0.805
I might go to Pierce the Veil at Northern Lights (SOLD OUT) in Albany\u002c NY - Oct 31 http://t.co/HNEWJYgi	0	neutral	1	0	0	0	0	0	-1.446	2.022	0	0.5944824796315515	0	-0.22113418579101562	neutral	0	0	0	-1	-2.893	neutral	0	0	4.032	0	0	1	0.216	-0.067	0.01	0.171	-0.174	0.262
victor cruz aint do the salsa ALL game...he\u2019s overdue....its the 4th quarter...its TIME	0	neutral	0	0	0	0	1	0	-2.128	1.775	0	0.474853515625	1	-0.12496566772460938	neutral	0	0	1	-1	-0.734	neutral	0	0	2.054	0	0	1	0.283	0	0.153	0.258	-0.055	0.488
Think imma go see Flight tomorrow.. Denzel\u2019s the shit	0	negative	0	1	0	0	1	0	-1.7449999999999999	0.34800000000000003	-4	0.010681806146749295	0	-0.1982421875	neutral	0	1	0	-2	-2.202	negative	1	1	1.2870000000000001	0	0	1	0.143	-0.332	-0.085	0.284	0.0	-0.765
@starlitstyles He just brought his 2nd album out and it\u2019s at 1 in Amazon download chart um http://t.co/OMwyCghE	0	positive	1	0	0	0	0	0	-2.2150000000000003	2.415	0	0.235107421875	0	-0.12738418579101562	positive	0	0	0	-1	-1.007	neutral	0	0	3.174	1	0	3	0.569	0	0.204	0.857	-0.33	0.975
@mgska55 @laromabella I wanted to smack Eli Manning for falling asleep with the rest of the team during the 2nd half on Sunday. hahahaha	0	positive	0	2	1	0	0	0	-2.2079999999999997	3.133	-1	0.53125	0	-0.222869873046875	negative	1	2	1	-1	-3.9590000000000005	negative	0	1	4.946999999999999	1	0	2	0.409	-0.029	0.119	0.351	-0.051	0.587
Sunday\u2019s at 5pm CST\u002c Tune in for \The Sunday Blues\ on Underground Radio. An hour show with Blues musical styles\u002c... http://t.co/Af9N6flZ	1	neutral	0	0	0	0	1	0	-0.032	5.4990000000000006	0	0.3828163146972656	1	-0.25	neutral	3	2	2	-1	-1.253	neutral	0	1	6.327000000000001	2	2	1	1.558	-0.078	1.876	1.293	-0.198	1.46
@JaggerHope91 oiler fans are unhappy with\u002c 45 points each season\u002c Gagner as their 2nd line C. Habs fans should hate 28 point Eller as a 2C.	0	negative	0	2	2	2	0	0	-9.850999999999999	3.797	-5	0.003918770697055152	0	-1.515625	neutral	2	2	0	-3	-5.023999999999999	negative	2	2	1.938	0	1	1	0.092	-1.72	-1.355	0.181	1.948	-1.763
NO14 - DEN 34; Peyton and Eli may meet in the Super Bowl if both Denver and the New York Giants keep winning like they did Sunday	1	positive	2	0	0	3	1	9	-3.257	4.001	0	0.5216751098632812	1	-0.2265625	neutral	1	0	1	-1	-2.77	positive	1	0	7.774000000000001	1	0	3	2.039	0	1.669	1.833	-0.655	2.769
Why I decided to watch The Notebook for the first time alone at midnight on a Thursday is beyond me\u002c can\u2019t stop crying http://t.co/vnWcr3J5	0	negative	0	0	0	0	2	0	-2.988	1.3009999999999997	-5	0.8298530578613281	0	-0.3508291244506836	negative	1	1	0	-4	-5.769	negative	0	0	3.939	0	1	1	0.591	-0.603	-0.885	0.889	-1.127	1.043
Fran says Paterno was very congenial to the media in his early years. Age & perhaps betrayal by media may be part of his rift with media.	0	neutral	1	2	2	1	0	0	-9.472	3.836	-3	1.0938720703125	0	-0.375	neutral	1	2	1	-1	-2.786	negative	1	1	4.010000000000001	0	0	1	0.689	-0.105	0.338	1.1	-0.85	1.203
@scubaselia fancy going to the leonard cohen concert with me n my madre november 9? It should be heavenly	0	positive	2	0	0	2	2	4	-1.317	3.76	0	0.2188720703125	2	-0.1875	positive	0	0	2	-1	-1.35	positive	0	0	7.546	1	0	2	2.036	0	2.079	2.216	-0.233	2.045
Tomorrow\u002c I wake up in Cebu!!! :D So\u002c I\u2019ll have to log-off the internet and log-in to real life for a while! Good bye internet\u002c hello world!	1	positive	2	0	0	1	2	3	-6.780999999999999	6.437	0	0.9463216681033373	1	-0.2821683883666992	positive	0	0	2	-1	-3.6570000000000005	positive	0	0	4.996	2	0	2	1.659	0	1.078	1.944	-0.382	2.336
Cundiff got released. I think he\u2019s outta the league now\u002c especially if that quote on the TL this past Sunday was real	1	neutral	2	0	0	0	1	0	-4.49	2.6970000000000005	0	0.043212890625	0	-0.04296875	neutral	0	1	3	-1	-2.2499999999999996	neutral	0	0	1.838	1	0	1	1.177	-0.048	0.927	1.422	-0.12	1.264
We started losing America when the 1st liberal preacher began saying\u002c Negros had souls that could be saved\u002c\u002c see Lev 25:44 thru 46	0	negative	1	1	1	0	0	2	-4.321	3.414	-3	0.040711045265197754	0	-0.1875	neutral	1	2	1	-3	-3.1330000000000005	negative	0	1	1.537	0	0	1	0.36	0	0.0	0.074	0.0	1.008
I cut 6th period just so kevin didnt have to be in art by himself\u002c im such a good friend!	2	positive	3	0	1	1	2	3	-2.611	2.322	-1	1.1467301558068446	3	-0.5307035446166992	negative	1	0	3	-1	-3.7890000000000006	positive	0	0	2.1910000000000003	2	0	2	1.359	-0.067	0.948	1.71	-0.403	1.593
Time for Russia to win big match - Capello: Russia manager Fabio Capello on Thursday said that he intended to re... http://t.co/OdKjtcLK	0	neutral	0	0	0	1	2	5	-3.723	5.411	0	0.5143070220947266	0	0.0	neutral	0	0	1	-1	-0.8700000000000001	neutral	0	0	2.011	0	0	1	1.142	0	0.893	1.237	0.049	1.345
The new Bruno Mars song is wicked. It sounds like a cross between the Police and Michael Jackson. I may or may not play it 14 times/day..!	0	positive	1	1	2	1	0	2	-2.981	6.353999999999999	-2	0.3817142247578431	0	-1.0874214172363281	negative	1	2	1	-1	-2.1289999999999996	negative	0	1	5.776000000000001	1	3	3	1.229	0	0.711	1.691	-0.628	1.989
Good Morning my Friends\u002c wish You very nice Friday with love\u002c peace\u002c Art and mutual respect -:)	2	positive	5	0	0	3	3	7	-1.681	5.946999999999999	0	1.8802511114627123	3	-0.05810546875	positive	1	0	4	-1	-1.6760000000000002	positive	0	0	5.002000000000001	2	0	3	2.402	0	2.401	3.028	-0.643	2.422
HOT! Jim Ross and Alicia Fox will be playing in the Kendrick Perkins Celebrity Poker Tournament tomorrow afterno...  http://t.co/RZC18b1s	1	positive	3	0	0	1	2	0	-0.222	4.006	0	0.0040283203125	1	-0.5733685493469238	neutral	0	1	1	-1	-0.767	neutral	1	2	5.914999999999999	1	0	2	0.702	-0.069	-0.036	0.527	-0.189	1.594
These are 3 new Avril Lavigne songs from the 5th album:  1. HUSH HUSH: Songwriter/Composer: David Hodges\u002cChad Kroeger & Avril Lavigne.	0	neutral	0	0	0	0	0	0	-1.143	8.937000000000001	0	0.0758056640625	0	-0.34375	neutral	0	0	2	-1	-0.49700000000000005	neutral	0	0	6.7459999999999996	0	0	1	0.525	0	0.253	0.757	-0.3	0.864
May possibly like Dream High 2 better than the original! #gasp!	1	positive	4	1	1	2	0	5	-1.336	1.955	0	0.8540334701538086	0	-0.1650390625	neutral	0	0	0	-1	-0.5880000000000001	positive	0	0	1.6189999999999998	0	0	2	0.684	0	0.529	1.075	-0.66	1.222
@GuildWars2 C\u2019mon guys fix this please\u002c i dont want this to end up how Diablo III did.......        :.(	0	positive	1	0	0	0	0	1	-3.6959999999999997	0.987	0	0.0537109375	0	-0.28387451171875	neutral	0	0	0	-1	-3.861	negative	0	0	0.213	0	0	2	0.286	0	0.013	0.712	-0.559	0.691
A Thursday night with no Waterloo road on! #boring	0	negative	0	1	1	0	0	0	-0.94	1.1400000000000001	-4	0.03125	0	-0.2763671875	neutral	0	1	0	-2	-2.3	negative	0	0	3.089	0	0	2	0.122	0	0.055	0.158	-0.084	0.236
Kendrick Lamar may arguably have the best hip hop album of the year in my opinion	0	positive	1	0	0	1	0	3	-1.027	9.802000000000001	0	0.1484375	0	-0.4135160446166992	neutral	0	0	0	-1	-0.978	positive	0	0	5.941	0	0	2	0.565	0	0.276	0.759	-0.462	1.116
Dr. Mohamed Morsi announced as Egypt\u2019s first elected President after the glorious 25th of Jan Revolution..	1	positive	2	0	0	1	1	2	-1.5180000000000002	3.0820000000000003	0	0.19191360473632812	0	-0.0625	neutral	1	1	2	-1	-0.7040000000000001	neutral	0	1	6.943	1	1	2	0.368	0	0.12	0.503	-0.131	0.615
Rob Lowe who portrayed Drew Peterson\u002c now takes on Casey Anthony prosecutor: On Monday it was revealed that Rob ... http://t.co/vW3sCnbu	0	negative	0	0	0	0	0	0	-2.031	3.054	-4	0.0625	0	-0.50390625	neutral	2	2	0	-2	-0.5770000000000001	neutral	2	2	2.0570000000000004	0	2	1	0.032	-1.349	-1.615	0.074	0.847	-1.563
Have you picked up your December issue of WDC yet? It includes a full in-depth review of Nikon\u2019s D600\u002c... http://t.co/aM5297hY	0	neutral	0	1	0	0	0	0	-1.7530000000000001	3.3320000000000003	0	0.059661865234375	0	-0.4369535446166992	neutral	0	0	1	-1	-1.207	positive	0	0	2.476	0	0	1	1.175	0	1.058	1.246	-0.239	1.343
I\u2019m not sure what to make of The Paradise. It\u2019s like a story Dickens may have written in juniors\u002c crossed with \u2019Are You Being Served?\u2019 #BBC1	0	positive	3	0	0	2	0	5	-3.1670000000000007	6.890000000000001	0	0.7645644829718881	0	-0.9057035446166992	neutral	0	0	0	-1	-1.774	neutral	0	0	3.904	0	0	4	1.256	0	0.549	2.347	-0.88	1.75
@LatifahDee yesssss it\u2019s true. Wednesday London Thursday Luton Friday Luton. ARE YOU DOWN. GO HARD \u2019OUR\u2019 GO HOME (remember that) LMFAO	0	positive	1	1	2	0	0	6	-4.933	3.522	-1	0.39226688074995764	1	-0.2456396222114563	positive	0	0	1	-1	-2.911	neutral	0	0	3.381	1	0	2	0.093	0	0.041	0.074	0.0	0.165
On 1 Nov: The Duke of Kent - President\u002c will attend the Mersey Weaver District Scout Council Presentation... http://t.co/XYAORdtZ	0	neutral	1	0	0	0	1	0	-1.508	3.0109999999999997	0	0.59765625	0	-0.125	neutral	0	0	3	-1	-1.5360000000000003	neutral	0	0	2.825	2	0	1	0.37	0	0.025	0.616	-0.265	0.733
Axl Rose is trending worldwide just because he sat his butt on a chair to talk on live tv and drink water out of a mug. Bow down\u002c peasants.	0	neutral	2	0	1	0	0	0	-3.1560000000000006	8.280999999999999	0	0.32790376245975494	0	-0.5340003967285156	neutral	1	2	2	-1	-2.645	negative	0	1	6.773	0	1	1	0.64	-0.071	0.006	1.046	-0.521	1.089
Looking forward to going to Carrow Rd tonight. Last time we were there\u002c Bale scored 2 and we were 3rd. Do not want extra time though	0	neutral	1	0	0	0	2	1	-3.22	2.8389999999999995	0	0.22897207736968994	0	-1.1889305114746094	neutral	0	1	2	-1	-3.4629999999999996	positive	0	0	3.6140000000000003	0	1	1	0.469	-0.218	-0.53	0.617	-0.287	0.606
How Lillian Bassman images pair against the Jason Wu Spring/Summer 2013 Runway show http://t.co/TRxHW2sM #Photography #Art #design #fashion	1	neutral	0	0	1	0	1	0	-1.0	4.564	0	0.3722572326660156	1	0.0	neutral	1	0	1	-1	-0.857	neutral	0	0	8.139	1	0	1	0.158	-0.122	-0.151	0.368	-0.365	0.246
@lukeymoore Good luck tomorrow! I did it once. Big David James and Harry Redknapp started the race. They wore bomber jackets...	2	positive	2	0	0	2	3	7	-3.0020000000000002	4.473999999999999	0	0.909265698865056	2	-0.125	positive	2	1	2	-1	-1.4349999999999998	positive	0	1	5.751	1	1	3	1.229	-0.094	0.75	1.347	-0.072	1.481
@CastleNikki is she on the people\u2019s choice ballot? I\u2019ve only looked at Castle categories. But may have to venture out...	0	neutral	0	0	0	0	1	0	-3.023	1.8719999999999999	0	0.078125	0	-0.29480648040771484	negative	0	0	2	-1	-2.187	neutral	0	0	1.631	1	0	1	0.516	0	-0.065	1.037	-0.303	0.982
Working tonight is seriously interfering with the fact that its Wednesday and The Challenge is on #wahh #getmeouttahere	0	neutral	0	0	2	0	0	0	-8.082	1.514	-1	0.1025390625	0	-0.75	neutral	0	1	1	-1	-3.6260000000000003	neutral	0	1	2.657	1	1	1	0.489	0	0.218	1.062	-0.671	0.834
Delmar Johnson will interview about new release of book!  BOCI Talk Radio @ 10am CST on October 31st.  Listen\u002c... http://t.co/L45qvLSi	0	positive	1	0	0	0	0	0	-0.9690000000000001	3.2499999999999996	0	0.22223234176635742	0	-6.103515625E-4	neutral	0	0	2	-1	-0.579	neutral	0	0	4.920000000000001	0	0	2	0.444	-0.034	0.12	0.509	-0.253	0.854
Deal of the Hour $2622 & up -- Brazil\u002c Chile\u002c Uruguay & Argentina Tours w/Air: Through April http://t.co/AgK4KjHn #deals	1	neutral	1	0	0	0	1	0	-1.8849999999999998	1.822	0	0.0556640625	1	0.0	neutral	0	0	1	-1	-2.1550000000000002	neutral	0	0	2.7520000000000002	1	0	1	0.145	0	-0.067	0.455	-0.23	0.278
