content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust	sentiStrength_neu
Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft	2011-10-19 10:32:37	126606671874228000	noUser	microsoft	1	2	0	0	1	0	0	neutral	1	-0.25	2	0.0560379028	0	neutral	-1	1	1	0	1	0	0	1	0	positive
RT @guardiantech: #Microsoft Kinect brings 'playful learning' to the Xbox 360 http://t.co/ys79quRD #Gaming	2011-10-19 10:32:07	126606546556830000	noUser	microsoft	0	2	0	0	1	0	0	neutral	1	0	1	0.1875	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Ever since the Mango update, my phone is chewing through its battery like nobody's business... Coincidence or real issue? #WP7 #Microsoft	2011-10-19 10:31:14	126606323625361000	noUser	microsoft	2	2	1	2	7	0	0	negative	2	-0.16015625	5	0.1983947754	0	negative	-1	0	0	0	1	0	1	1	0	positive
#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube	2011-10-19 10:30:02	126606023174791000	noUser	microsoft	0	1	0	0	0	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft â€™s investments paying off	2011-10-19 10:27:19	126605340270789000	noUser	microsoft	2	2	1	3	1	0	0	positive	1	-0.4165039063	3	1.0020482112	1	neutral	-1	1	1	0	1	0	0	1	0	positive
Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy	2011-10-19 10:25:41	126604925881954000	noUser	microsoft	1	2	0	0	0	0	0	neutral	0	-0.00390625	2	0.1387367258	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Early cloud #Microsoft partners can qualify for Microsoft Cloud Accelerate! http://t.co/pjkyf0gf	2011-10-19 10:25:35	126604903408869000	noUser	microsoft	2	2	0	0	2	0	0	neutral	1	-0.1164550781	2	0.453125	2	neutral	-1	0	1	0	0	0	0	0	0	positive
RT @MahimaKurra: @CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l	2011-10-19 10:25:17	126604828150481000	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.1207384061	0	0	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
Great, now #Skype is a part of #Microsoft stack http://t.co/vZfUv9OI.	2011-10-19 10:24:31	126604631894790000	noUser	microsoft	3	3	1	3	1	0	0	neutral	1	-0.0703125	1	0.06640625	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€ http://t.co/YgISO7xt	2011-10-19 10:23:41	126604425832837000	noUser	microsoft	2	1	0	0	2	0	0	neutral	0	-0.9375	1	0.03125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€ http://t.co/D0u2o9nZ	2011-10-19 10:23:41	126604425635693000	noUser	microsoft	2	1	0	0	2	0	0	neutral	0	-0.9375	1	0.03125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Microsoft idea: Search the Internet like a celebrity (Todd Bishop/GeekWire) http://t.co/WhROX8KA	2011-10-19 10:22:36	126604152536179000	noUser	microsoft	1	2	1	2	4	0	0	neutral	2	-0.0625	2	0.2192382813	0	neutral	-1	1	1	0	1	0	1	1	1	positive
http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people, #Microsoft's 32bit/64bit #Windows is target	2011-10-19 10:21:27	126603861933818000	noUser	microsoft	2	1	0	0	5	0	0	negative	0	-0.1875	2	0.09375	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS	2011-10-19 10:21:02	126603756971360000	noUser	microsoft	1	1	1	2	3	0	0	positive	0	-0.0625	2	0.6876525879	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
Stand up for your freedom to install free software: http://t.co/IH5Ir0JY #secureboot #microsoft #linux #opensource #freedom	2011-10-19 10:20:24	126603598724477000	noUser	microsoft	1	2	3	5	3	0	0	neutral	4	-0.0080566704	4	0.2184824944	0	neutral	-1	2	1	0	2	0	0	0	0	positive
@CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l	2011-10-19 10:17:12	126602791807496000	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.1207384061	0	0	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV	2011-10-19 10:15:09	126602276872794000	noUser	microsoft	1	1	0	0	1	0	0	negative	0	-0.1730957031	2	0.2734375	1	neutral	-2	0	0	1	0	1	1	1	1	negative
#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw	2011-10-19 10:15:09	126602276805685000	noUser	microsoft	1	1	0	0	1	0	0	negative	0	-0.1730957031	2	0.2734375	1	neutral	-2	0	0	1	0	1	1	1	1	negative
â–º #Job #IT #Projekt #Management #Microsoft  | Projekt fÃ¼r Freelancer: Programm Manager (m/w) in Berlin Â» http://t.co/MO4jtpTL	2011-10-19 10:14:54	126602212511203000	noUser	microsoft	2	1	0	0	5	0	0	neutral	0	-0.2568626404	0	0	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
thinking thinking thinking thinking #dotnet #asp #microsoft	2011-10-19 10:13:00	126601735417500000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	4	0.75	0	neutral	-1	0	0	1	0	0	0	0	0	neutral
#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/hbKnmgdE	2011-10-19 10:12:17	126601553409876000	noUser	microsoft	1	1	0	0	4	0	0	neutral	0	-0.125	3	0.0117225647	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Creating #Pareto charts using #Microsoft #Excel http://t.co/B59lPyCS	2011-10-19 10:10:02	126600989150159000	noUser	microsoft	1	2	0	0	2	0	0	neutral	1	-0.25	0	0	0	neutral	-1	1	1	0	1	0	0	1	0	positive
#Microsoft Changes The Yet Known# Design of #Windows Eight http://t.co/EGa3wrr4	2011-10-19 10:06:24	126600074825445000	noUser	microsoft	1	1	0	0	2	0	0	neutral	0	-0.25	2	0.5119018555	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Google sets alternative to #Microsoft http://t.co/EqAzzbcz	2011-10-19 10:06:02	126599980847870000	noUser	microsoft	2	1	0	0	0	0	0	neutral	0	-0.09375	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mvpbuzz #microsoft	2011-10-19 10:05:07	126599751402668000	noUser	microsoft	1	3	1	3	2	0	0	positive	1	-0.0625	6	0.1721191406	1	positive	-1	0	1	0	0	0	0	0	0	positive
Watch short video on #Microsoft #Lync End User Adoption. A practical solution for users http://t.co/Qpk5DHEn #ITPro #UCOMS #OCS #WhyMSFT	2011-10-19 10:04:48	126599671400497000	noUser	microsoft	2	1	1	1	4	0	0	neutral	1	-0.3765750527	4	0.5927734375	0	neutral	-1	0	1	1	0	0	0	0	0	neutral
System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net	2011-10-19 10:03:28	126599337361932000	noUser	microsoft	5	2	0	0	2	1	-4	negative	0	-0.6198959351	0	0	2	negative	-4	0	0	0	0	1	1	0	1	negative
#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/tdMFe0nI	2011-10-19 10:02:29	126599087389807000	noUser	microsoft	1	1	0	0	4	0	0	neutral	0	-0.125	3	0.0117225647	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon â€œGot #Microsoftâ€œ? http://t.co/CStd8cPM #humor #foodie #microsoft	2011-10-19 10:01:37	126598871760642000	noUser	microsoft	2	3	2	6	1	0	0	neutral	2	-0.328125	2	0.693359375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon â€œGot #Microsoftâ€œ? http://t.co/DRvKSVF6 #humor #foodie #microsoft	2011-10-19 10:01:36	126598867847348000	noUser	microsoft	2	3	2	6	1	0	0	neutral	2	-0.328125	2	0.693359375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Kinect Makes Learning Playful with Help from Sesame Street and National Geographic http://t.co/xQXP2uWx Genius idea ;) #Microsoft	2011-10-19 10:00:12	126598515248992000	noUser	microsoft	1	2	2	4	3	0	0	neutral	4	-0.0138549805	5	0.8828125	0	neutral	-1	1	0	0	1	0	1	1	0	positive
Steve Ballmer, #Microsoft's chief executive believes that #Google's #Android mobile phones for being too complicated. What do you...	2011-10-19 09:56:19	126597538794058000	noUser	microsoft	4	1	0	0	2	0	0	neutral	0	-0.7499656677	3	0.1767578125	2	neutral	-1	0	1	0	0	0	0	0	0	neutral
#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki	2011-10-19 09:53:30	126596825875612000	noUser	microsoft	0	1	0	0	3	0	0	neutral	0	0	2	0.3759307601	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH	2011-10-19 09:51:14	126596256138138000	noUser	microsoft	1	3	1	2	1	0	0	positive	1	-0.0405864716	2	0.3526611328	0	neutral	-1	1	1	0	0	0	0	0	0	positive
â¦¿â—‰â¦¿ #Microsoft â€˜PocketTouchâ€™ enables device input through fabric http://t.co/KnEFYxTW #GeekWire	2011-10-19 09:50:34	126596088999313000	noUser	microsoft	1	1	0	0	2	0	0	neutral	0	-0.0078125	1	0.001953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Ballmer On Not Buying Yahoo: â€œSometimes Youâ€™re Luckyâ€: Speaking today at Web 2.0, #Microsoftâ€¦ http://t.co/KOt83DxF	2011-10-19 09:50:23	126596045575684000	noUser	microsoft	2	1	0	0	3	0	0	neutral	0	-0.9375	4	0.330078125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
This coming from a guy who is #Microsoft PC, Mug, pen, everything RT @GiuseppePietta: @1Ngare both fail phones.windows phone 7 to the rescue	2011-10-19 09:48:01	126595447455367000	noUser	microsoft	4	1	1	2	6	1	-2	neutral	1	-0.7384033203	2	0.3515625	1	neutral	-2	1	2	1	1	1	1	1	0	negative
Wilth #Accessibility mode on in #SharePoint 2010, it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft	2011-10-19 09:47:37	126595347198902000	noUser	microsoft	3	1	0	0	5	0	0	negative	0	-0.8749620914	3	0.40625	0	negative	-1	0	1	0	0	0	0	0	0	neutral
Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft	2011-10-19 09:46:18	126595014846460000	noUser	microsoft	2	1	0	0	3	0	0	neutral	0	-0.0863685608	3	0.0744094849	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9	2011-10-19 09:45:26	126594799062102000	noUser	microsoft	1	1	0	0	6	1	-4	negative	0	-0.1669921875	0	0	1	neutral	-2	0	0	0	0	0	1	0	1	negative
Windows Phone Tango and Apollo rumors suggest new screen specs http://t.co/8X30jQAH #microsoft #windows	2011-10-19 09:41:47	126593877321843000	noUser	microsoft	1	1	0	0	5	0	0	neutral	1	-0.15625	3	0.5074462891	1	neutral	-1	0	0	0	1	0	0	0	0	neutral
RT @zayedbaloch: #Microsoft and #Nokia Announce suite of â€˜Microsoft Appsâ€™ for Nokiaâ€™s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75	2011-10-19 09:40:49	126593636627513000	noUser	microsoft	0	1	0	0	3	0	0	neutral	0	0	1	0.5	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Microsoft to Require yearly #Sustainability Reporting by Vendors http://t.co/71Rm0QOT via @CaelusGreenRoom #CSR #GMIC	2011-10-19 09:40:05	126593450253623000	noUser	microsoft	2	1	0	0	1	0	0	neutral	1	-0.375	2	0.140625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure	2011-10-19 09:35:30	126592300070609000	noUser	microsoft	3	1	2	2	2	0	0	neutral	0	-0.1746826172	2	0.0625	3	neutral	-1	0	0	0	1	0	0	0	0	neutral
#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14, 2011. Review and comment: http://t.co/eJ8a2Msm	2011-10-19 09:34:57	126592158802264000	noUser	microsoft	2	1	0	0	4	0	0	neutral	0	-0.0703125	2	0.0332641602	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
#Microsoft #Cloud Windows Intune: Microsoft Offers Cloud Partners New Incentive ...: ... calendar year, whi... http://t.co/ufI0YlL7 #TCN	2011-10-19 09:34:19	126592000395985000	noUser	microsoft	2	1	0	0	3	0	0	neutral	0	-0.1164550781	2	0.2008056641	2	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @joaoluisc: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft	2011-10-19 09:34:13	126591976408748000	noUser	microsoft	1	1	0	0	3	0	0	neutral	0	-0.0625	1	0.0758056641	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z	2011-10-19 09:30:38	126591072884359000	noUser	microsoft	2	1	0	0	3	0	0	neutral	0	-0.333984375	5	0.5140991211	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft	2011-10-19 09:30:28	126591029993406000	noUser	microsoft	1	1	0	0	3	0	0	neutral	0	-0.0625	1	0.0758056641	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
... and we were just told what a #microsoft minute is: it is 95 sconds + 1 second which is from 1 to 10 minutes. :)	2011-10-19 09:30:11	126590959290032000	noUser	microsoft	3	1	0	0	4	0	0	neutral	1	-0.3125	3	0.4557495117	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Microsoft and #Nokia Announce suite of â€˜Microsoft Appsâ€™ for Nokiaâ€™s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75	2011-10-19 09:27:17	126590231137886000	noUser	microsoft	0	1	0	0	3	0	0	neutral	0	0	1	0.5	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
SeNews : Ballmer: 70% Of The Time, Google &amp; Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn	2011-10-19 09:21:24	126588750628258000	noUser	microsoft	2	2	0	0	3	0	0	neutral	0	-0.06640625	2	0.1821289063	1	neutral	-1	0	1	0	0	0	0	0	0	positive
SeNews : Microsoft extends revenue guarantees to Yahoo #Yahoo #Microsoft : http://t.co/bR3MHHVg	2011-10-19 09:21:11	126588693577339000	noUser	microsoft	2	1	1	1	0	0	0	neutral	0	-0.625	1	0.125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
SeNews : Ballmer on not buying Yahoo: 'Sometimes you're lucky' #Microsoft #Yahoo : http://t.co/E0kvSTj4	2011-10-19 09:20:59	126588643782574000	noUser	microsoft	3	2	1	3	1	0	0	neutral	1	-1.25	2	0.84375	0	neutral	-1	1	0	0	0	0	0	1	0	positive
Financial Services track at partner summit, 9 people in the room. And yet FS is such a lucrative channel #Microsoft #PartnerSummit	2011-10-19 09:14:26	126586994536092000	noUser	microsoft	3	1	0	0	8	0	0	neutral	1	-0.375	4	1.1601409912	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
Find &amp; give information about software bugs &amp; help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro	2011-10-19 09:11:41	126586306464727000	noUser	microsoft	4	2	2	4	2	0	0	neutral	2	-0.0958126841	6	0.568359375	0	neutral	-1	1	1	0	1	0	0	0	0	positive
I have been seriously slacking with my #mandarin studies these past few months. Blame #Microsoft and #Cisco!! #StudyingWhilstMotivated	2011-10-19 09:10:48	126586083470361000	noUser	microsoft	4	2	0	0	4	1	-2	negative	0	-0.4682035446	0	0	2	neutral	-2	0	0	0	1	0	1	0	1	negative
#Teamfollowback -Microsoft expands Windows Phone Marketplace to India #microsoft #windowsphone #india	2011-10-19 09:10:17	126585952394166000	noUser	microsoft	1	1	1	1	4	0	0	neutral	0	-0.15625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Check this video out -- Sesame Street and Nat Geo TV coming to Kinect http://t.co/iw7kjQ81 #xbox #kinect #microsoft	2011-10-19 09:06:53	126585097297199000	noUser	microsoft	1	1	0	0	3	0	0	neutral	0	-0.0023841858	3	0.1948158749	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd	2011-10-19 09:05:04	126584640453612000	noUser	microsoft	1	1	1	1	4	0	0	neutral	1	-0.0582275391	1	0.2529296875	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Microsoft details Search improvements in #Windows 8 Start Screen http://t.co/f6AztiaD	2011-10-19 09:02:17	126583935139455000	noUser	microsoft	1	2	0	0	5	0	0	positive	0	-0.1249964237	1	0.212890625	0	neutral	-1	0	1	0	0	0	0	0	0	positive
RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week http://t.co/xjUwssZs #wp7 #nokia #Microsoft	2011-10-19 09:01:45	126583805229285000	noUser	microsoft	2	1	0	0	3	0	0	neutral	0	-0.0390625	4	0.5054931641	0	positive	-1	0	0	0	0	0	0	0	0	neutral
sledgehammer maybe! RT @SkandalasGP Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P	2011-10-19 09:00:26	126583473929589000	noUser	microsoft	2	2	0	0	4	1	-2	negative	0	-0.3946533203	1	9.765625E-4	1	neutral	-2	0	0	1	0	1	0	0	0	negative
#Microsoft announces two new Xbox 360 holiday bundles http://t.co/GgLwTSlT	2011-10-19 08:55:25	126582210420675000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	2	0.1383056641	0	neutral	-1	1	1	0	0	0	0	0	0	neutral
Omni Touch Screen System: going beyond the &quot;touch screens&quot; http://t.co/aROkfnOS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch	2011-10-19 08:55:16	126582173787619000	noUser	microsoft	3	1	0	0	1	0	0	neutral	0	-0.3037109375	2	0.2450713851	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/kHTDQSHo	2011-10-19 08:53:40	126581768529789000	noUser	microsoft	0	1	0	0	3	0	0	neutral	0	0	3	0.3590087891	1	neutral	-1	0	1	0	0	1	0	0	0	neutral
#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems	2011-10-19 08:53:14	126581659612094000	noUser	microsoft	1	1	0	0	3	1	-2	neutral	0	-0.15625	1	0.125	1	negative	-2	0	0	0	0	0	0	0	0	negative
Check this video out -- OmniTouch - Demo Video #Microsoft demonstrates touch screen for any surface http://t.co/NL9E08Q7	2011-10-19 08:51:50	126581308158779000	noUser	microsoft	1	1	0	0	3	0	0	neutral	0	-0.0023841858	5	0.68598101	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve	2011-10-19 08:51:41	126581270435201000	noUser	microsoft	1	1	0	0	1	0	0	neutral	0	-0.0625	2	0.09765625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ	2011-10-19 08:51:18	126581165636334000	noUser	microsoft	4	3	1	3	4	0	0	positive	1	-0.1214599609	2	0.3566894531	1	positive	-1	1	0	0	0	0	0	0	0	positive
we are authorized test center PJ, Selangor, for IT #exams (#Cisco #CCNA, #Microsoft #MCSE, Red Hat #RHCE, etc.) http://t.co/16LPfctH	2011-10-19 08:48:47	126580539636449000	noUser	microsoft	3	1	0	0	3	0	0	neutral	0	-0.318359375	2	0.1487121582	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
ToWhat technological extensivity #Microsoft willProvide the #CloudComputing ? Thanks #MS for Bein aPart ofMy generation http://t.co/bsnbAhBp	2011-10-19 08:47:45	126580273965048000	noUser	microsoft	2	2	1	2	3	0	0	neutral	0	-0.06640625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Microsoft anuncia SQL Server ODBC Driver para Linux! http://t.co/kDbNjYyB  #MS #Linux #Opensource #SQL #Softwarelibre	2011-10-19 08:46:41	126580014819983000	noUser	microsoft	1	2	0	0	5	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft	2011-10-19 08:45:03	126579602524082000	noUser	microsoft	0	1	0	0	2	0	0	neutral	0	0	2	0.08203125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft	2011-10-19 08:44:57	126579574921372000	noUser	microsoft	0	1	1	2	2	0	0	positive	1	0	2	0.5564880371	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i'll ask. Thank you...	2011-10-19 08:44:32	126579470424474000	noUser	microsoft	3	2	1	2	4	2	-4	negative	2	-0.146484375	3	0.189453125	1	neutral	-3	1	0	1	1	0	1	0	0	negative
Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit	2011-10-19 08:43:20	126579169646752000	noUser	microsoft	1	1	2	6	3	0	0	neutral	1	-0.0625	1	0.21875	0	positive	-1	1	1	0	1	1	0	1	1	neutral
Vincent Mugambi #Microsoft takes us through #WP app	2011-10-19 08:43:19	126579166589108000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	1	0.001953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/VtYbqI91	2011-10-19 08:43:08	126579121303208000	noUser	microsoft	2	1	0	0	2	1	-2	negative	0	-0.3946533203	1	9.765625E-4	1	neutral	-2	0	0	1	0	1	0	0	0	negative
Nice talk by @renatmin #KenyaOpenDoor #microsoft #community	2011-10-19 08:40:02	126578340902617000	noUser	microsoft	2	2	1	3	1	0	0	positive	1	-0.2506103516	1	0.37890625	0	positive	-1	0	0	0	0	0	0	0	0	positive
#Microsoft #Cloud Infosys kicks off its cloud drive with Microsoft partnership: Infosys has accelerated its... http://t.co/utU4mwjK #TCN	2011-10-19 08:38:04	126577845421097000	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.4704589844	1	2.442001714371145E-4	2	neutral	-1	0	0	0	1	0	0	0	0	neutral
@joannejacobs I'd like to criticise #Microsoft's Steve Ballmer face-to-face for all the pain &amp; suffering their products cause. #justsaying	2011-10-19 08:37:05	126577595553825000	noUser	microsoft	6	2	1	2	0	2	-4	negative	1	-1.5234375	2	0.5239257813	2	neutral	-4	0	0	2	0	2	0	0	1	negative
#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos	2011-10-19 08:35:31	126577204078457000	noUser	microsoft	0	1	0	0	2	0	0	neutral	0	0	1	0.0020141602	0	neutral	-1	0	1	0	0	0	1	1	0	neutral
#Free Genuine Copy #Microsoft #Windows 8 Pre-Beta #OS: I donâ€™t know how long itâ€™s been outâ€¦ http://t.co/EY8GOIrk	2011-10-19 08:35:10	126577114005783000	noUser	microsoft	4	1	1	1	2	0	0	neutral	2	-0.0897216797	3	0.2713931389	1	neutral	-1	0	1	0	1	0	0	0	0	neutral
http://t.co/VgMYdlDS found article on  http://t.co/UAWHbOLz  Fake #Microsoft scammers lure users into #granting remote access to PCs	2011-10-19 08:35:03	126577085081850000	noUser	microsoft	1	1	1	1	3	1	-3	neutral	0	-0.21875	3	0.06640625	2	neutral	-2	1	0	0	1	0	0	0	0	negative
Omni Touch Screen System: going beyond the &quot;touch screens&quot; http://t.co/SH2fCwuS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch	2011-10-19 08:32:08	126576350067818000	noUser	microsoft	3	1	0	0	1	0	0	neutral	0	-0.3037109375	2	0.2450713851	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
Pinball FX2 offers free 'Paranormal' table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2	2011-10-19 08:31:13	126576121784443000	noUser	microsoft	1	1	1	1	4	0	0	neutral	1	-0.03125	1	0.0397715569	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P	2011-10-19 08:24:30	126574432159408000	noUser	microsoft	1	1	0	0	1	1	-2	negative	0	-0.3321533203	0	0	1	neutral	-2	0	0	0	0	0	0	0	0	negative
How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian	2011-10-19 08:21:33	126573688941318000	noUser	microsoft	1	1	0	0	1	0	0	negative	0	-0.25	1	0.01171875	0	positive	-1	0	0	0	0	0	0	0	0	neutral
RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt;- Microsoft's future is in the corporate world, not consumer	2011-10-19 08:21:31	126573680665965000	noUser	microsoft	3	1	0	0	3	0	0	negative	0	-0.6889648438	1	0.00390625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @NeowinFeed: Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin	2011-10-19 08:21:23	126573645421228000	noUser	microsoft	0	1	0	0	3	0	0	neutral	0	0	3	0.3590087891	1	neutral	-1	0	1	0	0	1	0	0	0	neutral
RT @TCMagazine: Microsoft talks about the Start menu search in Windows 8 http://t.co/P8Go0gkS #microsoft #search #start #windows8	2011-10-19 08:19:52	126573265178202000	noUser	microsoft	2	1	0	0	7	0	0	neutral	0	-0.2499928474	1	0.001953125	0	neutral	-1	0	2	0	0	0	0	0	0	neutral
Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin	2011-10-19 08:19:34	126573186774090000	noUser	microsoft	0	1	0	0	3	0	0	neutral	0	0	3	0.3590087891	1	neutral	-1	0	1	0	0	1	0	0	0	neutral
